Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,4.83 [2.82-8.28],9.55629658022156e-09,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.7 [0.55-0.88],0.0022923283945002,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,20,1.25 [1.08-1.44],0.00286044066653929,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,0.65 [0.47-0.91],0.0128346416287814,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,46,1.12 [1.01-1.23],0.0321850248031318,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.85 [1.05-3.25],0.0333119855429701,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.1 [0.01-0.84],0.0340932648970356,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,LMNB2,Lamin-B2,Wald ratio,1,0.09 [0.01-0.87],0.0372353285055418,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,NECTIN4,Nectin-4,Inverse variance weighted,7,0.76 [0.58-1],0.047436037915048,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,0.63 [0.38-1.02],0.0586180599336574,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,RNASET2,Ribonuclease T2,Inverse variance weighted,14,0.81 [0.65-1.01],0.0627295157704512,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,8,1.61 [0.97-2.67],0.0658945406650802,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,8,0.81 [0.64-1.02],0.0742405116118499,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,36,1.15 [0.99-1.34],0.0763872145607626,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,CD276,CD276 antigen,Inverse variance weighted,20,1.14 [0.98-1.32],0.084483969477026,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.44 [0.95-2.19],0.0875491586312014,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,1.29 [0.96-1.74],0.0921043934172971,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,1.24 [0.96-1.61],0.0982187959170679,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,PLXNB2,Plexin-B2,Inverse variance weighted,27,1.09 [0.98-1.2],0.113229420654107,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,TFF2,Trefoil factor 2,Inverse variance weighted,5,0.65 [0.38-1.11],0.113606246554082,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,1.6 [0.88-2.93],0.126538292866074,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,LMOD1,Leiomodin-1,Inverse variance weighted,5,1.8 [0.85-3.81],0.126804556198639,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,12,0.81 [0.61-1.07],0.134829190360541,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,0.83 [0.64-1.07],0.1511020179872,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,10,1.28 [0.91-1.81],0.155113842302026,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.85 [0.68-1.06],0.15512838798658,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,29,0.89 [0.76-1.05],0.156997315177822,cis
Chapter IX Diseases of the circulatory system,I9_ARTEMBTHRLOW,SMOC2,SPARC-related modular calcium-binding protein 2,Inverse variance weighted,17,1.16 [0.94-1.43],0.158717566495964,cis
