Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,CLEC3B,Tetranectin,Inverse variance weighted,7,1.15 [1-1.31],0.0436798525473849,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,ELN,Elastin,Inverse variance weighted,2,1.4 [0.95-2.06],0.0881276247215311,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,33,0.95 [0.9-1.01],0.104743276240931,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,DTNB,Dystrobrevin beta,Inverse variance weighted,2,1.57 [0.84-2.95],0.161468612840141,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,8,0.94 [0.85-1.04],0.225557641781126,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.97 [0.91-1.03],0.30595982457901,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,MMP3,Stromelysin-1,Inverse variance weighted,34,1.03 [0.97-1.1],0.321913361466143,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,TFF3,Trefoil factor 3,Inverse variance weighted,5,0.87 [0.62-1.24],0.444349734328174,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.96 [0.84-1.09],0.503519297059222,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,AMBP,Protein AMBP,Inverse variance weighted,3,0.91 [0.67-1.23],0.524121710570433,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,1.04 [0.92-1.17],0.547979446905811,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DEFORMDORSO,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,25,0.98 [0.91-1.05],0.614506275369284,cis
