Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.84 [0.81-0.88],9.93820244697328e-16,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,PDCD1,Programmed cell death protein 1,Inverse variance weighted,9,0.78 [0.69-0.87],2.14654340714046e-05,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,46,1.05 [1.02-1.07],4.87848591943686e-05,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,0.81 [0.72-0.92],0.00152711069022121,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,7,1.1 [1.03-1.18],0.0033612005548239,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,9,1.07 [1.02-1.12],0.005544099596461,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,SLAMF7,SLAM family member 7,Inverse variance weighted,20,1.03 [1.01-1.06],0.0102278690880888,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,FCRLB,Fc receptor-like B,Inverse variance weighted,61,1.02 [1-1.04],0.0188432317444192,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,COLEC12,Collectin-12,Inverse variance weighted,11,1.08 [1.01-1.16],0.0189601868493636,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.89 [0.81-0.98],0.0216840165615957,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,LCN2,Neutrophil gelatinase-associated lipocalin,Wald ratio,1,1.62 [1.05-2.49],0.0288980697106973,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,CCL17,C-C motif chemokine 17,Inverse variance weighted,9,0.94 [0.89-0.99],0.029006700123733,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,10,1.08 [1.01-1.16],0.0339408698782904,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,22,0.97 [0.94-1],0.0415277870440585,cis
