Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.6 [1.32-1.94],1.88442736866118e-06,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,29,1.08 [1.03-1.13],0.000718975451345409,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.88 [0.82-0.96],0.0019697913658793,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,HNMT,Histamine N-methyltransferase,Inverse variance weighted,27,1.08 [1.02-1.14],0.00719112872738345,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,ULBP2,UL16-binding protein 2,Inverse variance weighted,25,0.93 [0.88-0.98],0.0080411559685586,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,22,0.92 [0.86-0.98],0.0106990838712355,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,0.88 [0.8-0.97],0.012151091587823,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,FABP4,"Fatty acid-binding protein, adipocyte",Wald ratio,1,0.62 [0.42-0.91],0.0135832659095538,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,SLAMF8,SLAM family member 8,Inverse variance weighted,25,1.04 [1.01-1.08],0.0144336775241407,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.45 [1.08-1.96],0.014437475157913,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,0.75 [0.59-0.95],0.0152101226738623,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,IL12B,Interleukin-12 subunit beta,Inverse variance weighted,24,1.08 [1.01-1.15],0.0159882270334828,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,HYAL1,Hyaluronidase-1,Inverse variance weighted,5,1.15 [1.03-1.29],0.0163185962359989,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,0.72 [0.54-0.94],0.0168276786628875,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,SEPTIN8,Septin-8,Inverse variance weighted,2,1.49 [1.07-2.08],0.0195437803320165,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,1.06 [1.01-1.11],0.0235090363988716,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,RTN4R,Reticulon-4 receptor,Inverse variance weighted,15,0.92 [0.86-0.99],0.0239543197397507,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.26 [1.03-1.54],0.0273182322237402,cis
Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,Inverse variance weighted,30,0.92 [0.86-0.99],0.0285654989873101,cis
