Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CCL15,C-C motif chemokine 15,Inverse variance weighted,22,0.9 [0.85-0.95],0.000261646538980868,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,RNASET2,Ribonuclease T2,Inverse variance weighted,14,0.86 [0.77-0.96],0.00506752480547948,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.88 [0.8-0.97],0.0116858026235808,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,10,1.2 [1.04-1.39],0.0152291682136361,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TFF3,Trefoil factor 3,Inverse variance weighted,5,1.39 [1.06-1.83],0.0174675894078025,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,PSAP,Prosaposin,Inverse variance weighted,5,0.77 [0.62-0.96],0.0182168632390019,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.85 [0.74-0.98],0.0293264181886011,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,RNASE6,Ribonuclease K6,Inverse variance weighted,15,0.89 [0.8-0.99],0.0309305320813401,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.32 [0.1-1.01],0.0519862745906368,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CD302,CD302 antigen,Inverse variance weighted,9,0.84 [0.71-1],0.05350063144513,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,DSC2,Desmocollin-2,Inverse variance weighted,9,0.86 [0.73-1.01],0.0617430171279678,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,1.16 [0.99-1.37],0.0681535928447409,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,LAYN,Layilin,Inverse variance weighted,20,0.88 [0.75-1.02],0.081806452515123,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,0.85 [0.71-1.03],0.0931275423097558,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Wald ratio,1,0.34 [0.09-1.21],0.0955877512765149,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CD27,CD27 antigen,Inverse variance weighted,9,0.89 [0.77-1.03],0.107439109182579,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,Wald ratio,1,0.62 [0.34-1.13],0.118599058493191,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,0.85 [0.68-1.05],0.121628364358171,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.4 [0.91-2.15],0.12553087396055,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.11 [0.97-1.28],0.130537270525409,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,LGALS4,Galectin-4,Inverse variance weighted,4,1.26 [0.93-1.7],0.1314656401008,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.15 [0.96-1.37],0.136450546980187,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,INHBB,Inhibin beta B chain,Inverse variance weighted,10,1.1 [0.97-1.24],0.141245805590008,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,21,1.09 [0.97-1.21],0.143341578666797,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,LMNB2,Lamin-B2,Wald ratio,1,2.42 [0.73-7.98],0.146438721845397,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,OCLN,Occludin,Inverse variance weighted,2,0.76 [0.53-1.1],0.15151813843296,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,DLL1,Delta-like protein 1,Inverse variance weighted,7,0.85 [0.67-1.07],0.167020575900125,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CTSL,Cathepsin L1,Wald ratio,1,0.48 [0.17-1.37],0.167485983449785,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CD300E,CMRF35-like molecule 2,Inverse variance weighted,21,1.08 [0.96-1.21],0.185080581601466,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.64 [0.76-3.53],0.204736581446657,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,1.65 [0.76-3.58],0.20611883443098,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,RARRES2,Retinoic acid receptor responder protein 2,Inverse variance weighted,2,0.86 [0.68-1.1],0.224915753873395,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,1.34 [0.83-2.14],0.227954090747119,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,0.92 [0.8-1.06],0.254948622527379,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,0.95 [0.88-1.04],0.268512547222249,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,1.17 [0.87-1.58],0.285085889057638,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,4,1.18 [0.86-1.6],0.302751109538372,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,COLEC12,Collectin-12,Inverse variance weighted,11,1.11 [0.91-1.35],0.307304050849793,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,DPY30,Protein dpy-30 homolog,Wald ratio,1,0.58 [0.19-1.81],0.348065981531924,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,1.3 [0.72-2.34],0.379533226436021,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.15 [0.84-1.59],0.38341013609988,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.94 [0.83-1.08],0.383558210368787,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.94 [0.82-1.08],0.395406823064848,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.81 [0.5-1.33],0.413622846881608,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,AGRN,Agrin,Inverse variance weighted,17,1.06 [0.92-1.23],0.435210225468658,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,FAM3C,Protein FAM3C,Inverse variance weighted,2,1.5 [0.53-4.23],0.439897587390011,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.12 [0.83-1.5],0.455389927693965,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOMETPOSTOP,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,2,0.75 [0.35-1.62],0.463412993607488,cis
