Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.42 [0.25-0.71],0.00119589565233043,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.18 [0.06-0.58],0.00393501143557574,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,1.58 [1.11-2.24],0.0101970785638471,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Inverse variance weighted,12,1.56 [1.08-2.23],0.0168046457942753,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,DLL1,Delta-like protein 1,Inverse variance weighted,7,0.66 [0.47-0.94],0.0209913488786699,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,2.04 [1.1-3.79],0.0241013517290159,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,5,1.32 [1.03-1.69],0.0255679720995519,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,1.18 [1.02-1.36],0.0283684554790379,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,UMOD,Uromodulin,Inverse variance weighted,29,1.11 [1.01-1.22],0.0377294446899679,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUENAS,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,1.68 [1.01-2.79],0.0436875739334939,cis
