Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,DSC2,Desmocollin-2,Inverse variance weighted,9,0.79 [0.65-0.96],0.0168206662280198,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,AREG,Amphiregulin,Inverse variance weighted,3,1.47 [1.01-2.14],0.0441060502845111,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,DLL1,Delta-like protein 1,Inverse variance weighted,7,0.76 [0.58-1.01],0.0559066843478742,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.6 [0.34-1.07],0.0833988293641954,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,1.13 [0.97-1.31],0.11385249253747,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,CHGA,Chromogranin-A,Inverse variance weighted,3,1.45 [0.9-2.33],0.122097360999881,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,NECTIN2,Nectin-2,Inverse variance weighted,5,1.09 [0.9-1.31],0.376863235579441,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,1.03 [0.96-1.11],0.403472878533895,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,1.37 [0.64-2.95],0.413356700118555,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.88 [0.6-1.28],0.50161917439426,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.75 [0.31-1.84],0.531101482773184,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.96 [0.74-1.24],0.750904547033603,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,CD302,CD302 antigen,Inverse variance weighted,9,1 [0.8-1.24],0.967215742429274,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.99 [0.61-1.61],0.975183822046233,cis
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,DSC2,Desmocollin-2,Inverse variance weighted,16,0.81 [0.68-0.96],0.0136719403608606,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,CHGA,Chromogranin-A,Inverse variance weighted,5,1.54 [0.94-2.51],0.0832018729240527,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,8,0.73 [0.46-1.16],0.184272603910405,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,4,1.39 [0.77-2.5],0.273793017841846,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,8,1.2 [0.8-1.8],0.384347029357753,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,AREG,Amphiregulin,Inverse variance weighted,5,1.34 [0.63-2.85],0.451293918775216,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,GDF15,Growth/differentiation factor 15,Wald ratio,1,1.82 [0.33-9.96],0.491968799638833,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,DLL1,Delta-like protein 1,Inverse variance weighted,6,0.84 [0.49-1.43],0.52494320328895,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,GAST,Gastrin,Inverse variance weighted,9,1.11 [0.8-1.52],0.539353686278343,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,SHISA5,Protein shisa-5,Inverse variance weighted,12,0.96 [0.63-1.48],0.86628215546451,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,8,1.02 [0.81-1.28],0.883190912222066,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.03 [0.47-2.28],0.937638154913245,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,CD302,CD302 antigen,Inverse variance weighted,11,0.99 [0.69-1.42],0.952018719027982,trans
Chapter XI Diseases of the digestive system,K11_ACUTGASTR,NECTIN2,Nectin-2,Inverse variance weighted,3,1.01 [0.39-2.58],0.985637565018207,trans
