Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.84 [0.77-0.92],0.000207613903279704,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.73 [0.6-0.9],0.00355130230840718,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,1.14 [1.04-1.25],0.00549888154359417,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.07 [1.02-1.13],0.00736936937437503,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.9 [0.83-0.98],0.0112244351328788,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CA9,Carbonic anhydrase 9,Inverse variance weighted,3,1.3 [1.06-1.59],0.0127188373457337,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,OCLN,Occludin,Inverse variance weighted,2,1.33 [1.06-1.67],0.0143447056603887,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.9 [0.82-0.98],0.015511889891783,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,PALM2,Paralemmin-2,Inverse variance weighted,8,0.85 [0.74-0.97],0.0158148009727173,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,1.08 [1.01-1.14],0.0159145230212876,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,0.58 [0.37-0.91],0.0189703795325075,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,15,0.91 [0.84-0.98],0.0192677078081995,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.22 [1.03-1.45],0.0240935309455767,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,1.05 [1.01-1.1],0.0293258440996986,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.92 [0.85-0.99],0.0322884629659199,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,0.91 [0.84-0.99],0.0363863979635634,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.07 [1-1.14],0.0364170078101186,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,PYY,Peptide YY,Inverse variance weighted,6,1.13 [1-1.27],0.043992757908706,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CTSO,Cathepsin O,Inverse variance weighted,6,0.84 [0.71-1],0.0450946900671917,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CGA,Glycoprotein hormones alpha chain,Wald ratio,1,2.42 [1.01-5.81],0.0475339924318494,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,1.76 [0.98-3.15],0.0592485207391673,cis
Chapter XI Diseases of the digestive system,K11_GASTRODUOULC,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,21,0.96 [0.92-1],0.0771323429108447,cis
