Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,A1BG,Alpha-1B-glycoprotein,10215,274,3.12 [1.58-6.13],0.0009844927063855
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ACAN,Aggrecan core protein,11645,308,0.52 [0.36-0.75],0.0003517636330116
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ACHE,Acetylcholinesterase,9973,265,0.44 [0.30-0.65],3.978950830643208e-05
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,9864,267,1.29 [1.05-1.58],0.0146163889583793
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,11527,301,0.67 [0.48-0.94],0.0221904227615799
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,11676,309,0.73 [0.54-0.98],0.0334923974501397
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,10154,273,0.67 [0.45-0.99],0.0448557055735838
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,9905,267,0.61 [0.41-0.91],0.0165047406680468
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,11779,310,0.65 [0.52-0.80],8.380254306141122e-05
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADGRB3,Adhesion G protein-coupled receptor B3,11658,309,0.63 [0.46-0.86],0.004072838135146
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADGRE2,Adhesion G protein-coupled receptor E2,11812,311,0.64 [0.45-0.92],0.0161327020315361
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADGRE5,Adhesion G protein-coupled receptor E5,11825,309,0.61 [0.43-0.86],0.0054367893138306
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ADGRG2,Adhesion G-protein coupled receptor G2,11748,310,0.60 [0.41-0.88],0.0082368479188328
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AFP,Alpha-fetoprotein,11646,309,0.84 [0.72-0.98],0.022655121207723
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AGER,Advanced glycosylation end product-specific receptor,11736,308,0.77 [0.59-0.99],0.0404587570453384
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ALCAM,CD166 antigen,11900,312,0.55 [0.33-0.93],0.0258324173108033
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AMIGO2,Amphoterin-induced protein 2,11704,309,0.61 [0.39-0.96],0.0310126486231487
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AMOT,Angiomotin,9973,265,1.44 [1.10-1.89],0.007157030123533
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AMY2A,Pancreatic alpha-amylase,11317,301,0.79 [0.63-0.99],0.0410063885676193
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AMY2B,Alpha-amylase 2B,10969,295,0.78 [0.62-0.98],0.0322572453365121
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ANGPT2,Angiopoietin-2,11857,311,0.65 [0.49-0.85],0.0020347889268256
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ANGPTL1,Angiopoietin-related protein 1,11595,305,0.70 [0.49-0.99],0.0438565790280171
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ANK2,Ankyrin-2,9864,267,1.24 [1.08-1.42],0.0023478781450734
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ANPEP,Aminopeptidase N,11744,311,0.66 [0.46-0.96],0.0298715338120247
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,AOC3,Membrane primary amine oxidase,11774,311,0.53 [0.39-0.73],9.617035806896548e-05
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,APCS,Serum amyloid P-component,10132,274,1.55 [1.12-2.16],0.0085353147944508
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,APOA2,Apolipoprotein A-II,10204,275,0.78 [0.61-1.00],0.04847004250459
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,APOD,Apolipoprotein D,9727,257,0.66 [0.46-0.94],0.0208992788695205
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,APOM,Apolipoprotein M,11757,311,0.57 [0.39-0.84],0.0044838906967905
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ARHGEF10,Rho guanine nucleotide exchange factor 10,10183,272,1.17 [1.04-1.32],0.0116526258631381
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ART3,Ecto-ADP-ribosyltransferase 3,11774,311,0.42 [0.31-0.58],8.448214937828925e-08
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ASAH2,Neutral ceramidase,11676,309,1.23 [1.00-1.51],0.0497012258452079
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ASGR2,Asialoglycoprotein receptor 2,10204,275,1.85 [1.18-2.89],0.0068248658867641
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ASPN,Asporin,10204,276,0.57 [0.36-0.91],0.0172119315183684
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ATRAID,All-trans retinoic acid-induced differentiation factor,10154,273,0.51 [0.32-0.82],0.005848423850236
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BAP18,Chromatin complexes subunit BAP18,10170,271,0.77 [0.63-0.94],0.0102076890152956
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BCAN,Brevican core protein,11676,309,0.66 [0.49-0.90],0.0084014528588449
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BMP10,Bone morphogenetic protein 10,9973,265,0.53 [0.36-0.80],0.0021887964383379
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BMP6,Bone morphogenetic protein 6,11502,299,0.78 [0.62-0.98],0.034299635381314
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BMPER,BMP-binding endothelial regulator protein,9973,265,0.48 [0.28-0.83],0.0081521073359312
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BOC,Brother of CDO,11527,301,0.48 [0.31-0.74],0.0009422545875753
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BPIFA2,BPI fold-containing family A member 2,9560,251,0.86 [0.76-0.96],0.0099024630166985
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BPIFB1,BPI fold-containing family B member 1,11735,307,0.80 [0.68-0.94],0.0070675309661124
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,BPIFB2,BPI fold-containing family B member 2,10189,275,1.32 [1.13-1.55],0.0005639968262023
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,9973,265,0.74 [0.55-0.99],0.0434656129124703
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,9951,265,0.68 [0.55-0.85],0.0008003997469379
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,C1RL,Complement C1r subcomponent-like protein,10199,274,4.20 [2.30-7.68],3.08488435864997e-06
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,C3,Complement C3,9672,262,1.28 [1.04-1.57],0.0173467813088126
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CA12,Carbonic anhydrase 12,11704,309,0.51 [0.37-0.71],7.452254787291539e-05
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CA14,Carbonic anhydrase 14,11857,311,0.42 [0.32-0.57],9.259518274691776e-09
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CA4,Carbonic anhydrase 4,11900,312,0.59 [0.39-0.91],0.0164891005791829
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CA6,Carbonic anhydrase 6,11708,306,0.77 [0.65-0.90],0.0011860178657441
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CAPG,Macrophage-capping protein,11670,305,0.81 [0.68-0.97],0.0237433187383474
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CBLN4,Cerebellin-4,11857,311,0.65 [0.47-0.89],0.0072828163587367
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CCDC80,Coiled-coil domain-containing protein 80,11748,310,0.58 [0.42-0.79],0.0006871963052235
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CCL11,Eotaxin,11879,313,0.64 [0.49-0.84],0.0010592208472473
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CCL13,C-C motif chemokine 13,11859,311,0.82 [0.71-0.95],0.0083718505522749
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CCL14,C-C motif chemokine 14,11689,309,0.67 [0.51-0.88],0.0041610037465314
