Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ACHE,Acetylcholinesterase,23878,123,0.26 [0.15-0.44],7.646479208615769e-07
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ACP5,Tartrate-resistant acid phosphatase type 5,28227,131,2.08 [1.38-3.12],0.0004351860899722
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ACRV1,Acrosomal protein SP-10,23729,126,0.79 [0.65-0.95],0.0132781021761937
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ACVRL1,Serine/threonine-protein kinase receptor R3,27883,127,0.38 [0.19-0.76],0.0062416929849259
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADA,Adenosine deaminase,28460,133,0.61 [0.39-0.96],0.0325761849691333
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADA2,Adenosine deaminase 2,27945,129,1.71 [1.20-2.44],0.0028584991301348
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,28460,133,0.64 [0.44-0.92],0.0169344368743542
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,27624,128,1.47 [1.07-2.02],0.0162810060738976
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,28192,133,0.70 [0.50-0.97],0.033227669206577
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADAMTSL4,ADAMTS-like protein 4,23752,126,2.29 [1.21-4.32],0.0106841265021275
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADAMTSL5,ADAMTS-like protein 5,24429,129,0.57 [0.37-0.86],0.0077832764594476
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADGRE2,Adhesion G protein-coupled receptor E2,28251,131,0.49 [0.28-0.86],0.0121660071169447
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ADGRE5,Adhesion G protein-coupled receptor E5,28318,131,0.46 [0.27-0.79],0.0046542705808032
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,AHNAK,Neuroblast differentiation-associated protein AHNAK,23752,126,0.46 [0.26-0.82],0.0078455778843797
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ALCAM,CD166 antigen,28472,133,2.42 [1.18-4.95],0.0153685288534342
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ALDH1A1,Retinal dehydrogenase 1,28117,131,0.71 [0.53-0.96],0.0237305640823595
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ALMS1,Alstrom syndrome protein 1,23977,127,1.45 [1.12-1.88],0.00471658778528
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,AMIGO1,Amphoterin-induced protein 1,23745,127,0.58 [0.38-0.90],0.014613890379452
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,22918,122,0.57 [0.39-0.85],0.0055852333454385
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,AMY2A,Pancreatic alpha-amylase,27064,127,0.53 [0.38-0.74],0.0002073626553082
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,AMY2B,Alpha-amylase 2B,26219,120,0.50 [0.36-0.71],0.0001076314785626
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ANGPTL7,Angiopoietin-related protein 7,28377,133,0.62 [0.42-0.93],0.0221926441727248
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,APOA4,Apolipoprotein A-IV,24463,127,0.44 [0.26-0.75],0.002515901137216
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,APOB,Apolipoprotein B-100,24448,129,2.21 [1.04-4.70],0.0395176247323093
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,APOD,Apolipoprotein D,23327,120,0.47 [0.27-0.81],0.0071099973771557
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ART3,Ecto-ADP-ribosyltransferase 3,28209,131,0.36 [0.24-0.55],1.4387037963275458e-06
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BAG3,BAG family molecular chaperone regulator 3,27883,127,0.55 [0.41-0.73],5.690839842312604e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BCAN,Brevican core protein,27932,127,0.42 [0.26-0.65],0.0001290515361957
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BCL7B,B-cell CLL/lymphoma 7 protein family member B,24312,129,0.57 [0.36-0.91],0.019206155777264
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BLMH,Bleomycin hydrolase,28472,133,0.56 [0.35-0.87],0.0108463711915366
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BMP4,Bone morphogenetic protein 4,27883,127,0.60 [0.41-0.87],0.0065460119464255
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BPIFA2,BPI fold-containing family A member 2,22900,121,0.84 [0.71-1.00],0.0452739420854629
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BPIFB1,BPI fold-containing family B member 1,28072,129,0.78 [0.62-0.99],0.0403338512667549
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BTN3A2,Butyrophilin subfamily 3 member A2,28108,131,0.60 [0.40-0.91],0.0149626368322948
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,C1QL2,Complement C1q-like protein 2,23729,126,1.44 [1.02-2.02],0.0357378365193715
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,C4BPB,C4b-binding protein beta chain,28192,133,2.35 [1.67-3.32],1.0619607265252843e-06
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CA14,Carbonic anhydrase 14,28377,133,0.22 [0.14-0.32],3.4356604721228405e-14
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CA6,Carbonic anhydrase 6,28025,131,0.50 [0.40-0.62],3.8606814019416946e-10
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CALB1,Calbindin,28002,131,1.62 [1.11-2.36],0.0120402499949074
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CALB2,Calretinin,27455,129,1.93 [1.28-2.91],0.0017513727003085
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CALCA,Calcitonin,27882,127,0.69 [0.55-0.87],0.0018376016136545
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CARHSP1,Calcium-regulated heat-stable protein 1,27455,129,0.72 [0.53-0.98],0.0377987098988109
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CBLN4,Cerebellin-4,28377,133,0.46 [0.29-0.75],0.0016948732287939
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CCL28,C-C motif chemokine 28,28025,131,0.74 [0.56-0.98],0.0335815063011604
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CCN5,CCN family member 5,28117,131,0.59 [0.39-0.87],0.008256855799117
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CCS,Copper chaperone for superoxide dismutase,27932,127,0.68 [0.49-0.95],0.0243020673660082
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD14,Monocyte differentiation antigen CD14,27507,127,1.71 [1.20-2.43],0.0029673915760947
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD160,CD160 antigen,28460,133,0.69 [0.49-0.97],0.0350498878096554
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD209,CD209 antigen,28186,131,0.44 [0.29-0.67],0.0001235229299342
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD248,Endosialin,24418,128,0.40 [0.27-0.60],6.8326528311062666e-06
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD34,Hematopoietic progenitor cell antigen CD34,28294,134,0.43 [0.23-0.80],0.0081128179654264
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,28002,131,0.45 [0.30-0.69],0.0002027481193126
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD55,Complement decay-accelerating factor,27119,124,0.41 [0.21-0.79],0.0078201707979579
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD59,CD59 glycoprotein,27073,121,0.29 [0.13-0.66],0.003205057378343
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD6,T-cell differentiation antigen CD6,28410,133,1.40 [1.06-1.85],0.0190227560392362
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD80,T-lymphocyte activation antigen CD80,24429,129,1.88 [1.23-2.87],0.003673537976417
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD83,CD83 antigen,28108,131,1.78 [1.17-2.71],0.0073833407546568
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD8A,T-cell surface glycoprotein CD8 alpha chain,28392,134,0.70 [0.51-0.97],0.0311032006615074
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CD99,CD99 antigen,28117,131,0.22 [0.11-0.44],2.46477755820684e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CDA,Cytidine deaminase,24389,129,0.44 [0.30-0.64],2.1431983128855325e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CDC123,Cell division cycle protein 123 homolog,23562,128,0.69 [0.50-0.96],0.0264119403111629
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CDH23,Cadherin-23,24357,130,1.89 [1.14-3.11],0.0130114104727932
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CDHR1,Cadherin-related family member 1,27455,129,0.57 [0.37-0.88],0.0113903007563954
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CDNF,Cerebral dopamine neurotrophic factor,28002,131,0.53 [0.32-0.87],0.0117098016314421
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CELA2A,Chymotrypsin-like elastase family member 2A,24418,128,0.74 [0.56-0.97],0.0305694245670842
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CELA3A,Chymotrypsin-like elastase family member 3A,28422,131,0.74 [0.56-0.97],0.0313809862034975
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,23878,123,0.46 [0.25-0.86],0.0138078346981433
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CFHR2,Complement factor H-related protein 2,24288,125,1.43 [1.02-2.00],0.0393447275529977
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CFHR4,Complement factor H-related protein 4,24416,127,1.31 [1.02-1.68],0.0338795853306356
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CGA,Glycoprotein hormones alpha chain,28117,131,1.26 [1.10-1.43],0.0005501808509528
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CHAD,Chondroadherin,23878,123,0.55 [0.40-0.76],0.0003466043967328
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CHGA,Chromogranin-A,24418,128,1.42 [1.20-1.68],4.547565314210002e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CHGB,Secretogranin-1,28293,134,0.46 [0.31-0.68],8.966836416588698e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CHP1,Calcineurin B homologous protein 1,23651,128,1.28 [1.09-1.51],0.0028534540081246
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CHRDL2,Chordin-like protein 2,28124,133,0.53 [0.40-0.70],1.1419627649545332e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CINP,Cyclin-dependent kinase 2-interacting protein,23977,127,1.41 [1.07-1.85],0.0132019894726466
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CKB,Creatine kinase B-type,24418,128,1.52 [1.15-2.02],0.0034666740298575
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CKMT1A_CKMT1B,"Creatine kinase U-type, mitochondrial",28006,128,0.76 [0.64-0.91],0.002042321093883
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLC,Galectin-10,28086,133,0.74 [0.58-0.95],0.019716585029945
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLEC10A,C-type lectin domain family 10 member A,27932,127,0.47 [0.30-0.72],0.0005873956306942
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLEC3B,Tetranectin,23900,125,0.35 [0.16-0.80],0.0124151493930326
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLEC4A,C-type lectin domain family 4 member A,28108,131,0.34 [0.25-0.48],3.502106992387601e-10
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLEC4M,C-type lectin domain family 4 member M,24378,128,0.47 [0.34-0.66],1.1574789871232934e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLPS,Colipase,28077,131,0.80 [0.64-0.99],0.0406100300235482
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CNTN1,Contactin-1,28472,133,0.57 [0.33-0.97],0.0397441887382789
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,COL15A1,Collagen alpha-1(XV) chain,24418,128,0.27 [0.16-0.46],9.631830814626791e-07
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,COL28A1,Collagen alpha-1(XXVIII) chain,23745,127,0.73 [0.58-0.93],0.012112127444982
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,COL2A1,Collagen alpha-1(II) chain,23752,126,0.71 [0.56-0.89],0.0026734169913502
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,COMP,Cartilage oligomeric matrix protein,27812,127,0.32 [0.21-0.50],3.140607892496964e-07
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CORO6,Coronin-6,23651,128,1.57 [1.12-2.20],0.0089646670232991
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CPA2,Carboxypeptidase A2,28289,134,0.67 [0.52-0.86],0.0014473012218147
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CPB1,Carboxypeptidase B,28472,133,0.67 [0.51-0.88],0.0044393335586931
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CPE,Carboxypeptidase E,28176,131,0.59 [0.42-0.82],0.0017529119524168
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CPQ,Carboxypeptidase Q,24378,128,1.72 [1.05-2.80],0.0299820310225814
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CR1,Complement receptor type 1,24354,129,0.49 [0.31-0.80],0.0038556043506441
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CRH,Corticoliberin,27392,127,0.82 [0.68-0.99],0.0359028989738675
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CRIP2,Cysteine-rich protein 2,27932,127,0.60 [0.38-0.93],0.0242667192412221
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CRNN,Cornulin,27290,132,1.45 [1.16-1.81],0.0010865137073486
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CRTAC1,Cartilage acidic protein 1,28472,133,0.43 [0.27-0.69],0.0003546658219319
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CSF2RA,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,27932,127,1.27 [1.01-1.60],0.0448720986378667
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CSPG5,Chondroitin sulfate proteoglycan 5,23651,128,1.54 [1.21-1.96],0.0003952422116003
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CSRP3,Cysteine and glycine-rich protein 3,23652,124,1.20 [1.03-1.39],0.0171307978797577
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CST1,Cystatin-SN,21165,103,0.63 [0.51-0.77],6.247838831159722e-06
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CST5,Cystatin-D,27605,125,0.44 [0.32-0.60],3.486514054647033e-07
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CST7,Cystatin-F,28152,130,0.79 [0.65-0.97],0.0233169956784259
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CTHRC1,Collagen triple helix repeat-containing protein 1,24418,128,0.40 [0.23-0.72],0.0021356624630236
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CTSE,Cathepsin E,23878,123,0.70 [0.51-0.98],0.0365251137422567
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CTSF,Cathepsin F,28192,133,1.69 [1.18-2.44],0.0046885153171688
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CTSO,Cathepsin O,28460,133,1.97 [1.23-3.14],0.0044538974913371
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CTSZ,Cathepsin Z,28106,130,1.89 [1.18-3.05],0.0087449212617044
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CX3CL1,Fractalkine,27932,127,1.87 [1.22-2.86],0.0040708299533958
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CXCL10,C-X-C motif chemokine 10,28251,131,1.36 [1.12-1.65],0.0020531562961141
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CXCL16,C-X-C motif chemokine 16,28418,132,3.62 [2.01-6.51],1.7933309464109228e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",28192,133,1.79 [1.17-2.73],0.0067872849418003
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DDX58,Antiviral innate immune response receptor RIG-I,27437,127,1.30 [1.05-1.61],0.0143340719477224
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DIPK1C,Divergent protein kinase domain 1C,23745,127,1.40 [1.02-1.93],0.038402355399088
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DKK4,Dickkopf-related protein 4,27882,127,0.50 [0.35-0.73],0.0003009771181044
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DMP1,Dentin matrix acidic phosphoprotein 1,23752,126,0.75 [0.59-0.96],0.0210242988288739
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DNER,Delta and Notch-like epidermal growth factor-related receptor,28066,131,0.30 [0.17-0.54],6.284231160650611e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DPP10,Inactive dipeptidyl peptidase 10,28108,131,0.54 [0.33-0.86],0.0095073294623594
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DSG3,Desmoglein-3,28292,133,0.54 [0.35-0.84],0.0059824655251338
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,DUSP13,Dual specificity protein phosphatase 13 isoform A,24312,129,0.42 [0.27-0.65],8.887863430293977e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,EDDM3B,Epididymal secretory protein E3-beta,24312,129,0.75 [0.61-0.93],0.0083697016973634
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,EGFLAM,Pikachurin,24333,128,0.53 [0.30-0.96],0.03471056254938
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,EGFR,Epidermal growth factor receptor,28472,133,0.27 [0.11-0.69],0.0060461462252722
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ELAVL4,ELAV-like protein 4,23651,128,1.23 [1.05-1.45],0.0123729694316724
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ELOB,Elongin-B,23652,124,1.55 [1.14-2.10],0.0053373551619335
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ENO3,Beta-enolase,23752,126,0.53 [0.39-0.73],9.834097800867538e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,28251,131,0.51 [0.42-0.61],1.100512628339954e-12
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ERBB3,Receptor tyrosine-protein kinase erbB-3,28003,128,2.14 [1.01-4.56],0.0479377192986871
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ESM1,Endothelial cell-specific molecule 1,28108,131,0.62 [0.39-0.97],0.0364290083433266
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,EZR,Ezrin,28392,134,0.51 [0.27-0.96],0.0371313132040607
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,F13B,Coagulation factor XIII B chain,24332,126,0.38 [0.20-0.70],0.0019925718591886
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,F9,Coagulation factor IX,28174,131,2.31 [1.01-5.32],0.0481479970812831
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FABP4,"Fatty acid-binding protein, adipocyte",28472,133,1.62 [1.24-2.12],0.0004236706857229
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FAM3B,Protein FAM3B,28002,131,0.45 [0.30-0.67],6.782859739792574e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FAP,Prolyl endopeptidase FAP,28472,133,0.25 [0.15-0.42],2.56013332767055e-07
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha,24390,131,2.11 [1.18-3.77],0.0119309959035036
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FCN1,Ficolin-1,24408,129,0.76 [0.60-0.97],0.0270906251728335
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FCRL2,Fc receptor-like protein 2,28334,133,0.60 [0.42-0.84],0.0030162849669476
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FCRL6,Fc receptor-like protein 6,28108,131,0.76 [0.61-0.95],0.016892895420269
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FGFBP2,Fibroblast growth factor-binding protein 2,24418,128,0.47 [0.33-0.66],1.06538349651221e-05
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FGL1,Fibrinogen-like protein 1,24448,129,1.43 [1.12-1.83],0.0041110354405933
