Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,AARSD1,Alanyl-tRNA editing protein Aarsd1,27456,51,1.51 [1.00-2.29],0.0488127563927481
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ACE2,Angiotensin-converting enzyme 2,27088,49,1.76 [1.23-2.53],0.0021371680596189
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ACTA2,"Actin, aortic smooth muscle",27088,49,1.73 [1.20-2.50],0.0033100883843503
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ACVRL1,Serine/threonine-protein kinase receptor R3,27357,51,4.89 [2.26-10.59],5.554520300967698e-05
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23269,44,2.14 [1.52-3.03],1.554758016581919e-05
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27088,49,3.11 [1.47-6.60],0.003004976859378
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23859,44,2.54 [1.22-5.29],0.0127530110343149
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23269,44,1.88 [1.01-3.50],0.0479536809020332
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27930,53,0.32 [0.12-0.85],0.0214733451564403
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,27456,51,2.35 [1.30-4.26],0.0047120353582197
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27653,51,0.58 [0.34-0.98],0.0413572215621159
Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,ADGRG2,Adhesion G-protein coupled receptor G2,27584,52,0.40 [0.22-0.75],0.0037342961510276
