Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,A1BG,Alpha-1B-glycoprotein,16850,72,6.03 [1.73-20.95],0.0047243116847653
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ABL1,Tyrosine-protein kinase ABL1,19236,86,1.48 [1.15-1.91],0.0024345676653834
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",16839,72,1.36 [1.08-1.71],0.0091443407389507
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACOT13,Acyl-coenzyme A thioesterase 13,16746,71,1.23 [1.01-1.51],0.0423162254047846
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADA2,Adenosine deaminase 2,19242,87,0.57 [0.36-0.89],0.0134262705136385
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,16330,70,1.89 [1.14-3.13],0.0138295645976631
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADGRD1,Adhesion G-protein coupled receptor D1,16481,70,0.43 [0.23-0.80],0.0072069077846858
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADGRE5,Adhesion G protein-coupled receptor E5,19475,86,0.51 [0.27-0.99],0.0458093707722027
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADGRG2,Adhesion G-protein coupled receptor G2,19320,86,2.64 [1.40-4.98],0.002804776277118
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADH1B,All-trans-retinol dehydrogenase,16481,70,0.69 [0.49-0.98],0.0396233925885396
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AGR2,Anterior gradient protein 2 homolog,18721,84,1.21 [1.01-1.46],0.043334322303974
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AKR1B10,Aldo-keto reductase family 1 member B10,16382,66,0.52 [0.33-0.82],0.005189291201446
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AKT1S1,Proline-rich AKT1 substrate 1,18881,84,1.50 [1.12-2.02],0.0071297193502027
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AKT2,RAC-beta serine/threonine-protein kinase,16796,71,1.28 [1.06-1.54],0.0094693971846317
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AKT3,RAC-gamma serine/threonine-protein kinase,18792,86,1.55 [1.12-2.14],0.0086845432538949
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ALDH1A1,Retinal dehydrogenase 1,19345,87,0.68 [0.47-0.99],0.0422953213141473
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AMBP,Protein AMBP,19443,88,2.66 [1.12-6.33],0.0266931172102042
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AMFR,E3 ubiquitin-protein ligase AMFR,18881,84,1.34 [1.04-1.71],0.0219537918589745
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AMIGO2,Amphoterin-induced protein 2,19236,86,0.23 [0.11-0.51],0.0002424742495326
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ANGPTL1,Angiopoietin-related protein 1,19072,85,2.97 [1.60-5.49],0.0005277473379565
