Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ACOT13,Acyl-coenzyme A thioesterase 13,19413,475,1.08 [1.00-1.17],0.0482202262075566
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ACRV1,Acrosomal protein SP-10,18929,462,1.08 [1.01-1.16],0.0271363216744112
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ACTN2,Alpha-actinin-2,18845,463,1.18 [1.02-1.36],0.0258583636174809
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,22650,552,0.77 [0.63-0.94],0.0095768716909
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,22709,554,0.67 [0.49-0.91],0.011531087693692
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,22522,553,0.79 [0.67-0.93],0.0055440971331524
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ADAMTSL4,ADAMTS-like protein 4,19016,473,0.67 [0.46-0.96],0.0294062124490627
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ADGRG2,Adhesion G-protein coupled receptor G2,22431,548,0.75 [0.58-0.96],0.0251264830231329
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AFP,Alpha-fetoprotein,22149,542,0.85 [0.76-0.96],0.0069986699451677
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ALDH2,"Aldehyde dehydrogenase, mitochondrial",19416,473,0.74 [0.59-0.91],0.005764471687397
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AMIGO1,Amphoterin-induced protein 1,18978,465,0.81 [0.66-1.00],0.0479366933028071
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AMY2A,Pancreatic alpha-amylase,21547,527,0.85 [0.72-0.99],0.0429057659445314
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ANPEP,Aminopeptidase N,22518,552,0.71 [0.54-0.95],0.0188002230894576
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AOC3,Membrane primary amine oxidase,22550,555,0.78 [0.61-1.00],0.0464690133979556
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AP3S2,AP-3 complex subunit sigma-2,19473,475,1.20 [1.00-1.43],0.0476614871887331
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,APOA1,Apolipoprotein A-I,19539,478,0.57 [0.41-0.81],0.0014048359660314
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,APOC1,Apolipoprotein C-I,19505,477,0.75 [0.59-0.95],0.0157502507183121
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,APOM,Apolipoprotein M,22503,553,0.64 [0.49-0.82],0.0005388601940997
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,AREG,Amphiregulin,22327,547,1.27 [1.08-1.50],0.0044038949817937
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ARNT,Aryl hydrocarbon receptor nuclear translocator,22000,539,0.76 [0.60-0.96],0.0211665288567919
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ASGR1,Asialoglycoprotein receptor 1,22227,544,1.33 [1.04-1.70],0.0219026996825635
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,ATRN,"Attractin, Isoform 2",19539,478,0.56 [0.33-0.95],0.0306563877042903
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,B2M,Beta-2-microglobulin,19539,478,1.33 [1.07-1.65],0.0089590746345564
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,B4GALT1,"Beta-1,4-galactosyltransferase 1",22527,551,1.38 [1.06-1.79],0.016542677942416
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,BCAN,Brevican core protein,22227,544,0.74 [0.60-0.92],0.0067226384548586
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,BPIFB1,BPI fold-containing family B member 1,22370,545,1.19 [1.05-1.33],0.0045145901414285
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,BPIFB2,BPI fold-containing family B member 2,19462,473,1.23 [1.10-1.38],0.0004935701340564
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,BRD1,Bromodomain-containing protein 1,19157,473,0.64 [0.47-0.89],0.008464730875083
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,BRDT,Bromodomain testis-specific protein,18845,463,1.28 [1.01-1.62],0.0440380647784538
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,C1QA,Complement C1q subcomponent subunit A,22550,549,1.55 [1.11-2.18],0.01012897553622
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,C8B,Complement component C8 beta chain,19539,478,0.72 [0.54-0.96],0.0230585514975672
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CA11,Carbonic anhydrase-related protein 11,21925,545,1.31 [1.08-1.57],0.005049909326484
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CA14,Carbonic anhydrase 14,22613,555,0.81 [0.66-0.99],0.0419882259825829
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CA4,Carbonic anhydrase 4,22709,554,0.61 [0.45-0.83],0.0015592010628689
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CA6,Carbonic anhydrase 6,22387,548,0.83 [0.74-0.93],0.0010934336820955
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CALCA,Calcitonin,22193,543,1.12 [1.01-1.23],0.0306841999592805
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CAPG,Macrophage-capping protein,22238,543,1.19 [1.05-1.35],0.0081181860908355
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CAPS,Calcyphosin,19473,475,1.09 [1.01-1.17],0.0305539439791942
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL19,C-C motif chemokine 19,22608,552,1.07 [1.02-1.13],0.0114032298332659
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL20,C-C motif chemokine 20,22650,552,1.10 [1.02-1.19],0.0105546866052086
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL21,C-C motif chemokine 21,22527,551,1.26 [1.08-1.47],0.0032439040324124
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL23,C-C motif chemokine 23,22527,551,1.20 [1.00-1.43],0.0457399203498396
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL26,C-C motif chemokine 26,22378,549,1.12 [1.05-1.21],0.001501542983473
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CCL7,C-C motif chemokine 7,22378,549,1.13 [1.00-1.28],0.04178924977129
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD27,CD27 antigen,22522,553,1.22 [1.03-1.44],0.0211789214416046
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD274,Programmed cell death 1 ligand 1,22227,544,1.34 [1.09-1.64],0.0054869207973955
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD300A,CMRF35-like molecule 8,19100,468,1.46 [1.11-1.94],0.0077724035912218
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD300LG,CMRF35-like molecule 9,22452,551,0.73 [0.60-0.88],0.0012235348053534
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD302,CD302 antigen,22327,547,1.30 [1.04-1.64],0.0228079044884297
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD34,Hematopoietic progenitor cell antigen CD34,22545,551,0.71 [0.52-0.97],0.0300046380250232
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD36,Platelet glycoprotein 4,18929,462,1.22 [1.00-1.48],0.0473634330433916
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,22327,547,1.23 [1.01-1.50],0.0400244336308865
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD74,HLA class II histocompatibility antigen gamma chain,22608,552,1.32 [1.07-1.62],0.0090256251095541
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD80,T-lymphocyte activation antigen CD80,19506,475,1.42 [1.12-1.80],0.0038896815747782
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CD83,CD83 antigen,22378,549,1.31 [1.07-1.61],0.0096990273829721
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CDAN1,Codanin-1,19473,475,0.56 [0.36-0.86],0.0082104013839006
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CDCP1,CUB domain-containing protein 1,22227,544,1.45 [1.28-1.65],1.7011854963481598e-08
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CDH23,Cadherin-23,19473,475,0.69 [0.49-0.99],0.0409925880829998
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CDH6,Cadherin-6,22431,548,0.82 [0.67-1.00],0.0461582003908483
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,19517,479,1.26 [1.03-1.54],0.0240915127767762
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CELA2A,Chymotrypsin-like elastase family member 2A,19517,479,0.83 [0.72-0.95],0.0056761467742294
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CFC1,Cryptic protein,21925,545,0.82 [0.69-0.98],0.0334187409243463
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CFH,Complement factor H,18374,454,1.49 [1.00-2.23],0.0494268072418604
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CFHR2,Complement factor H-related protein 2,19388,473,1.18 [1.00-1.39],0.0481375228805453
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CFHR4,Complement factor H-related protein 4,19504,478,1.15 [1.02-1.30],0.0280569057971832
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CFP,Properdin,19539,478,0.59 [0.39-0.91],0.0156987424169491
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",19473,475,1.28 [1.06-1.55],0.0110580504385187
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CHGA,Chromogranin-A,19517,479,1.14 [1.05-1.23],0.0021389520831888
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CKMT1A_CKMT1B,"Creatine kinase U-type, mitochondrial",22357,547,1.13 [1.01-1.27],0.0357757980238043
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CLC,Galectin-10,22392,548,1.24 [1.12-1.37],5.998701390785562e-05
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CLEC4G,C-type lectin domain family 4 member G,22378,549,1.30 [1.03-1.63],0.0257669417875354
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CLUL1,Clusterin-like protein 1,22396,548,0.80 [0.68-0.95],0.0091318667916458
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CNTN1,Contactin-1,22709,554,0.57 [0.45-0.72],4.064217265104393e-06
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CNTN2,Contactin-2,22613,555,0.83 [0.70-0.98],0.0274636836904983
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CNTN4,Contactin-4,22452,551,0.60 [0.44-0.81],0.0010524749556937
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,COL1A1,Collagen alpha-1(I) chain,22709,554,0.71 [0.53-0.96],0.027651311521317
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,COL6A3,Collagen alpha-3(VI) chain,22709,554,1.33 [1.10-1.61],0.0033532825227715
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,COLEC12,Collectin-12,22421,550,1.31 [1.01-1.71],0.0445543689952092
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CPM,Carboxypeptidase M,22484,548,1.30 [1.05-1.62],0.0182592635893552
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CRELD1,Protein disulfide isomerase CRELD1,19100,468,1.30 [1.02-1.64],0.0305747842603117
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CRHBP,Corticotropin-releasing factor-binding protein,22421,550,1.58 [1.20-2.08],0.0010368403663625
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CRHR1,Corticotropin-releasing factor receptor 1,22010,544,0.85 [0.74-0.98],0.0209050995591173
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CRIP2,Cysteine-rich protein 2,22227,544,1.29 [1.07-1.55],0.0074967131813532
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CSF1,Macrophage colony-stimulating factor 1,22527,551,1.36 [1.05-1.77],0.0217079910221557
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CSRP3,Cysteine and glycine-rich protein 3,18845,463,1.12 [1.03-1.22],0.0079082299601004
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CST1,Cystatin-SN,16988,425,1.17 [1.07-1.28],0.0003776808790707
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CTSL,Cathepsin L1,22431,548,1.58 [1.17-2.12],0.0027061941608943
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CTSO,Cathepsin O,22650,552,1.33 [1.05-1.69],0.0202820098940728
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CXCL10,C-X-C motif chemokine 10,22527,551,1.12 [1.00-1.24],0.0407618405539536
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CXCL12,Stromal cell-derived factor 1,22000,539,0.78 [0.64-0.95],0.0125537523171537
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CXCL13,C-X-C motif chemokine 13,22608,552,1.19 [1.08-1.32],0.0005137231306526
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CXCL17,C-X-C motif chemokine 17,22650,552,1.34 [1.14-1.58],0.0004130945226268
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,CXCL9,C-X-C motif chemokine 9,22527,551,1.15 [1.04-1.28],0.007409542971933
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DCUN1D2,DCN1-like protein 2,18801,463,0.79 [0.69-0.90],0.0004397319750938
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DDC,Aromatic-L-amino-acid decarboxylase,22389,546,0.83 [0.71-0.97],0.0210189601028727
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DEFB4A_DEFB4B,Beta-defensin 4A,22140,543,1.08 [1.02-1.13],0.0033573127659129
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DIPK1C,Divergent protein kinase domain 1C,18978,465,0.78 [0.61-0.98],0.0369787783759057
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DLL4,Delta-like protein 4,19016,473,1.08 [1.00-1.18],0.0464799483853366
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DMP1,Dentin matrix acidic phosphoprotein 1,19016,473,0.81 [0.71-0.92],0.0014743873905091
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DNAJC6,Putative tyrosine-protein phosphatase auxilin,19016,473,1.11 [1.00-1.24],0.0456534338836629
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DNER,Delta and Notch-like epidermal growth factor-related receptor,22380,548,0.74 [0.54-1.00],0.047267863500151
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DOC2B,Double C2-like domain-containing protein beta,18978,465,0.69 [0.51-0.93],0.0154019951167758
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DPP4,Dipeptidyl peptidase 4,22052,543,0.57 [0.44-0.74],2.1136172477754585e-05
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DPP6,Dipeptidyl aminopeptidase-like protein 6,22327,547,0.74 [0.59-0.92],0.006774998884542
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DSC2,Desmocollin-2,22223,542,1.29 [1.04-1.59],0.0181032354697433
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DSG2,Desmoglein-2,22452,551,0.75 [0.57-0.99],0.0389695102670315
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DTNB,Dystrobrevin beta,19372,471,1.31 [1.08-1.59],0.0061598683907741
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DUOX2,Dual oxidase 2,22010,544,0.86 [0.76-0.97],0.0120068484061067
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",19413,475,1.16 [1.06-1.26],0.0006523631577473
Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,EDA2R,Tumor necrosis factor receptor superfamily member 27,22613,555,1.29 [1.08-1.54],0.0050745597771163
