Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ABL1,Tyrosine-protein kinase ABL1,21827,62,0.67 [0.46-0.98],0.0378591501580008
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18445,52,1.66 [1.07-2.58],0.0246062162283157
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ADD1,Alpha-adducin,18674,50,0.68 [0.46-1.00],0.0486383726212671
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ADGRG2,Adhesion G-protein coupled receptor G2,21933,61,2.31 [1.09-4.89],0.029309710058768
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,AGT,Angiotensinogen,19105,53,0.57 [0.34-0.96],0.0335962867223864
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",19046,53,1.63 [1.04-2.55],0.0313595295361382
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ANKRD54,Ankyrin repeat domain-containing protein 54,21448,60,0.61 [0.38-0.99],0.044412112816967
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ANXA3,Annexin A3,22065,61,0.67 [0.48-0.94],0.0202214829785883
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,AP2B1,AP-2 complex subunit beta,18569,53,0.52 [0.27-1.00],0.0496395631533739
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ARF6,ADP-ribosylation factor 6,19000,54,0.79 [0.63-1.00],0.0476828534207891
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ARHGEF1,Rho guanine nucleotide exchange factor 1,19058,54,0.74 [0.55-0.99],0.0453869670428035
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ASPN,Asporin,19093,52,2.14 [1.21-3.81],0.0093884815483295
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ATOX1,Copper transport protein ATOX1,22022,60,0.66 [0.48-0.91],0.0111829025519252
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ATXN2,Ataxin-2,18470,52,0.70 [0.50-0.99],0.0448397430168258
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,B4GALT1,"Beta-1,4-galactosyltransferase 1",22029,61,0.44 [0.19-0.99],0.0481120144773726
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",21886,61,0.63 [0.40-0.98],0.0389516460711591
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BIRC2,Baculoviral IAP repeat-containing protein 2,21448,60,0.67 [0.46-0.99],0.0467812465020854
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BRAP,BRCA1-associated protein,18827,54,0.78 [0.62-0.99],0.0439124854306762
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BSND,Barttin,18410,51,1.73 [1.11-2.69],0.0145654603593311
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1,21448,60,0.48 [0.26-0.87],0.0147911414156477
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CCN4,CCN family member 4,22110,62,0.46 [0.25-0.87],0.016377953437102
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CD164L2,CD164 sialomucin-like 2 protein,18569,53,2.13 [1.29-3.54],0.0032762762322474
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CD244,Natural killer cell receptor 2B4,22146,62,0.35 [0.16-0.79],0.0108702213218757
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21,21886,61,1.28 [1.00-1.63],0.0481748986074602
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,21188,60,1.37 [1.01-1.84],0.0424258191203215
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,18674,50,0.26 [0.11-0.64],0.0033337512102556
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CEP20,Centrosomal protein 20,21448,60,0.71 [0.51-0.99],0.0406071788198263
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CEP43,Centrosomal protein 43,21347,60,0.69 [0.48-0.98],0.0390904447440714
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CHI3L1,Chitinase-3-like protein 1,21489,59,0.64 [0.46-0.89],0.0071884903690588
