Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,AARSD1,Alanyl-tRNA editing protein Aarsd1,21349,130,1.36 [1.04-1.77],0.0225669580425811
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ABCA2,ATP-binding cassette sub-family A member 2,18063,114,1.62 [1.07-2.46],0.0236526080652647
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ABO,Histo-blood group ABO system transferase,18694,117,0.87 [0.77-0.99],0.0325353730795104
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACHE,Acetylcholinesterase,18289,113,0.58 [0.33-0.99],0.0476135428716797
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACP5,Tartrate-resistant acid phosphatase type 5,21576,135,1.55 [1.02-2.38],0.0422919362564709
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACP6,Lysophosphatidic acid phosphatase type 6,21599,134,1.32 [1.03-1.70],0.0294867823527212
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACRV1,Acrosomal protein SP-10,18133,115,1.17 [1.03-1.33],0.0164073822588689
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACTA2,"Actin, aortic smooth muscle",21054,130,2.00 [1.61-2.49],3.62908747377113e-10
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACTN2,Alpha-actinin-2,18063,114,1.42 [1.09-1.84],0.0092182895249732
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,21233,135,4.79 [3.17-7.24],1.0430253287293937e-13
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADA2,Adenosine deaminase 2,21367,134,2.04 [1.50-2.77],5.713986085469284e-06
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18133,115,2.96 [2.03-4.34],2.283995128363402e-08
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,21597,136,2.85 [1.92-4.22],1.847802569107431e-07
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18595,118,3.00 [1.89-4.76],2.9418841868735664e-06
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,21732,136,0.38 [0.21-0.68],0.0010690138936978
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,21349,130,2.22 [1.58-3.13],4.8682807816736615e-06
Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,21054,130,1.51 [1.09-2.11],0.0146171612504936
