Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ABCA2,ATP-binding cassette sub-family A member 2,18688,80,1.97 [1.23-3.16],0.005005097304887
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACE,Angiotensin-converting enzyme,19357,85,2.71 [1.45-5.06],0.0017932679512738
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACE2,Angiotensin-converting enzyme 2,21791,93,1.60 [1.21-2.11],0.0008770486604219
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACHE,Acetylcholinesterase,18930,79,2.26 [1.42-3.59],0.0005506148484517
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACP5,Tartrate-resistant acid phosphatase type 5,22323,97,0.22 [0.13-0.38],4.5634330727991e-08
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACTA2,"Actin, aortic smooth muscle",21791,93,1.78 [1.35-2.35],3.940095782852504e-05
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,21970,96,4.00 [2.38-6.74],1.771476699534493e-07
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADA,Adenosine deaminase,22423,97,1.73 [1.13-2.66],0.0121702978066413
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADA2,Adenosine deaminase 2,22090,97,2.84 [2.03-3.97],1.1287657359081423e-09
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18775,80,2.89 [1.87-4.46],1.6015638859062442e-06
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,18775,80,1.93 [1.23-3.04],0.0042723685221006
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22097,96,2.11 [1.40-3.18],0.0003697104250817
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADAMTSL2,ADAMTS-like protein 2,19351,85,3.22 [1.99-5.21],1.7791893321362248e-06
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADGRE1,Adhesion G protein-coupled receptor E1,19249,83,1.54 [1.10-2.17],0.0117975362518529
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADGRE2,Adhesion G protein-coupled receptor E2,22297,96,2.44 [1.34-4.41],0.0033030499083256
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADGRE5,Adhesion G protein-coupled receptor E5,22386,97,1.90 [1.15-3.15],0.0119931594946314
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ADGRG1,Adhesion G-protein coupled receptor G1,22097,96,1.23 [1.02-1.49],0.0308034973051022
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,AGRN,Agrin,22297,96,2.68 [1.84-3.90],2.830010748747227e-07
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,AGRP,Agouti-related protein,22423,97,1.88 [1.34-2.63],0.0002356217471676
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,AGXT,Serine--pyruvate aminotransferase,22196,98,1.29 [1.04-1.60],0.0219868478742722
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,AHNAK,Neuroblast differentiation-associated protein AHNAK,18854,82,1.94 [1.12-3.36],0.0186300871549377
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,AHNAK2,Protein AHNAK2,18854,82,1.92 [1.11-3.32],0.0194439163498674
Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,ALCAM,CD166 antigen,22478,97,3.00 [1.33-6.74],0.0079198143190214
