Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ACRV1,Acrosomal protein SP-10,16304,44,0.65 [0.48-0.89],0.0075111271112524
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,18831,48,0.33 [0.11-0.97],0.0444712216059105
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,AFAP1,Actin filament-associated protein 1,16455,44,0.64 [0.43-0.95],0.0275419199114089
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,AKR1C4,Aldo-keto reductase family 1 member C4,18915,50,1.42 [1.03-1.97],0.034944469776058
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ANXA3,Annexin A3,19389,50,0.65 [0.45-0.94],0.0210649685948459
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,APRT,Adenine phosphoribosyltransferase,19064,49,0.61 [0.37-1.00],0.0494971989946248
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,AREG,Amphiregulin,19200,50,1.72 [1.06-2.80],0.029312894133306
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ARNT,Aryl hydrocarbon receptor nuclear translocator,18920,51,1.91 [1.24-2.96],0.0034764133568446
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ASAH2,Neutral ceramidase,19104,49,1.98 [1.14-3.45],0.0157336115790454
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,16222,43,2.54 [1.12-5.74],0.0253637604421743
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BGN,Biglycan,18792,48,1.26 [1.03-1.54],0.0236915573201958
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BMPER,BMP-binding endothelial regulator protein,16455,44,0.11 [0.03-0.38],0.0004507845907293
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BOC,Brother of CDO,18915,50,0.31 [0.11-0.90],0.0304039634849842
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BTD,Biotinidase,16823,45,6.41 [1.50-27.39],0.0122025521165462
