Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",49552,395,1.21 [1.10-1.34],0.0001843938999412
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ACVRL1,Serine/threonine-protein kinase receptor R3,50259,408,2.42 [1.76-3.34],5.4946859336305214e-08
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADA2,Adenosine deaminase 2,50440,406,1.48 [1.22-1.79],6.76134063409796e-05
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,50343,409,1.53 [1.20-1.95],0.0005086087532989
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51097,412,1.64 [1.23-2.18],0.0006661995090576
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43928,343,1.71 [1.25-2.34],0.0007204097108063
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,50901,413,0.72 [0.60-0.87],0.0007794412849632
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADGRG1,Adhesion G-protein coupled receptor G1,50501,411,1.25 [1.14-1.36],1.1057189933008272e-06
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADGRG2,Adhesion G-protein coupled receptor G2,50737,411,0.56 [0.42-0.73],2.1866594423860107e-05
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ADM,Pro-adrenomedullin,51175,414,2.97 [2.12-4.17],3.07856386069345e-10
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",AGR2,Anterior gradient protein 2 homolog,49143,398,1.17 [1.07-1.28],0.0004482080462969
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",AGRN,Agrin,50959,408,2.09 [1.71-2.56],7.508055514335576e-13
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",AMBP,Protein AMBP,51103,414,3.21 [2.12-4.85],3.3673262477137786e-08
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ANG,Angiogenin,50606,406,1.58 [1.25-2.01],0.0001727731777003
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ANGPTL4,Angiopoietin-related protein 4,50876,406,1.47 [1.21-1.79],8.505640497094668e-05
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",APOM,Apolipoprotein M,50857,408,0.59 [0.44-0.80],0.0006369098922021
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",AREG,Amphiregulin,50501,411,1.83 [1.55-2.15],6.415518599752613e-13
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ASGR1,Asialoglycoprotein receptor 1,50343,409,2.38 [1.85-3.06],1.3772356607306376e-11
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ASGR2,Asialoglycoprotein receptor 2,44147,341,2.16 [1.49-3.12],4.3743240336365234e-05
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",ATRAID,All-trans retinoic acid-induced differentiation factor,43928,343,1.58 [1.31-1.90],1.06382011362903e-06
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",B2M,Beta-2-microglobulin,44178,343,1.52 [1.28-1.81],2.917332574779088e-06
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",B4GALT1,"Beta-1,4-galactosyltransferase 1",50959,408,1.97 [1.46-2.66],1.0744851105673986e-05
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",BAMBI,BMP and activin membrane-bound inhibitor homolog,49552,395,1.64 [1.26-2.14],0.0002651548353335
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",BMPER,BMP-binding endothelial regulator protein,43148,335,3.00 [2.25-4.00],6.870051584548621e-14
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",BSG,Basigin,51210,414,2.94 [1.97-4.39],1.3351808477440472e-07
Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",BTN2A1,Butyrophilin subfamily 2 member A1,50959,408,2.31 [1.72-3.09],2.62333470943388e-08
