Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ABCA2,ATP-binding cassette sub-family A member 2,43272,611,1.61 [1.33-1.93],5.481070625502369e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",50249,720,1.65 [1.55-1.76],1.527608471269246e-54
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACE2,Angiotensin-converting enzyme 2,50517,724,2.19 [2.01-2.39],7.721016223132704e-70
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACHE,Acetylcholinesterase,43761,617,1.48 [1.20-1.83],0.0003001488758372
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACP5,Tartrate-resistant acid phosphatase type 5,51685,748,2.15 [1.85-2.51],4.541486129205284e-23
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACY1,Aminoacylase-1,51461,742,2.35 [2.16-2.56],1.894805626978839e-89
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,43272,611,1.91 [1.71-2.14],5.049291895752853e-29
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADA,Adenosine deaminase,52026,747,1.43 [1.21-1.69],2.5162878594242343e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADA2,Adenosine deaminase 2,51162,744,1.87 [1.63-2.14],3.4099016705977904e-19
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43445,603,1.38 [1.15-1.64],0.0004119559204509
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,50517,724,1.46 [1.18-1.80],0.0004626219042859
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51831,741,1.86 [1.52-2.29],2.954540743408582e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44550,622,1.94 [1.55-2.41],4.283797612986418e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,52096,750,2.28 [1.73-2.99],2.9456986190734836e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,51227,734,1.74 [1.49-2.03],2.909817909125326e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAMTSL2,ADAMTS-like protein 2,44744,629,3.79 [3.24-4.44],2.342794392322337e-61
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADAMTSL4,ADAMTS-like protein 4,43550,617,1.76 [1.30-2.39],0.0002774289326592
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRD1,Adhesion G-protein coupled receptor D1,43761,617,2.12 [1.78-2.53],2.5279075997833257e-17
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRE1,Adhesion G protein-coupled receptor E1,44550,622,1.56 [1.38-1.77],5.915578075481905e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRE2,Adhesion G protein-coupled receptor E2,51684,744,2.05 [1.65-2.54],5.4167203204440654e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRE5,Adhesion G protein-coupled receptor E5,51844,748,1.82 [1.51-2.19],3.3257546111175e-10
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRG1,Adhesion G-protein coupled receptor G1,51227,734,1.54 [1.45-1.63],8.372988830331198e-43
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADGRG2,Adhesion G-protein coupled receptor G2,51461,742,0.65 [0.52-0.81],0.0001895607617405
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADH1B,All-trans-retinol dehydrogenase,43761,617,1.80 [1.67-1.94],7.102948031559461e-50
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,50517,724,1.81 [1.68-1.94],1.3163386583781377e-57
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADIPOQ,Adiponectin,44808,628,0.67 [0.60-0.74],4.246689546648695e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ADM,Pro-adrenomedullin,51901,745,2.19 [1.70-2.82],1.32110983732131e-09
