Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ABCA2,ATP-binding cassette sub-family A member 2,43198,483,1.73 [1.41-2.11],1.3284859241521653e-07
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",50159,572,1.21 [1.11-1.32],7.851888259754577e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACE,Angiotensin-converting enzyme,44694,499,2.05 [1.52-2.78],2.900516779615752e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACE2,Angiotensin-converting enzyme 2,50431,579,1.45 [1.30-1.63],1.6396862296614046e-10
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACP5,Tartrate-resistant acid phosphatase type 5,51591,595,1.62 [1.32-1.99],3.2672197344530267e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACTA2,"Actin, aortic smooth muscle",50431,579,1.56 [1.39-1.77],3.6036844217323433e-13
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACTN2,Alpha-actinin-2,43198,483,1.36 [1.20-1.54],1.3122050588461104e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACVRL1,Serine/threonine-protein kinase receptor R3,50887,590,3.71 [2.96-4.65],7.817961786604047e-30
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,43198,483,1.32 [1.15-1.53],0.0001497404400753
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADA2,Adenosine deaminase 2,51068,594,2.35 [2.04-2.71],1.3216518006321507e-31
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43365,478,1.86 [1.61-2.15],3.0275122939855435e-17
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,50431,579,1.59 [1.26-2.01],0.0001023906775618
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,50972,590,1.59 [1.30-1.94],6.202916710019952e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,51933,600,1.56 [1.26-1.94],6.080966791875895e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51734,594,1.83 [1.46-2.31],2.35564077029264e-07
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44464,489,2.79 [2.25-3.45],4.068066222684324e-21
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,43365,478,1.78 [1.46-2.16],9.173004296487264e-09
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,51134,587,1.44 [1.20-1.71],5.438457291454588e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,50431,579,1.40 [1.19-1.65],4.083835113452282e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAMTSL2,ADAMTS-like protein 2,44662,499,2.77 [2.27-3.37],3.0828497187934685e-24
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADAMTSL4,ADAMTS-like protein 4,43471,486,2.07 [1.47-2.91],2.839946306079851e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRB3,Adhesion G protein-coupled receptor B3,50887,590,2.09 [1.70-2.57],2.2216353172015738e-12
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRD1,Adhesion G-protein coupled receptor D1,43685,493,1.99 [1.63-2.43],1.0918324310981613e-11
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRE1,Adhesion G protein-coupled receptor E1,44464,489,1.39 [1.20-1.61],1.5214859256714804e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRE2,Adhesion G protein-coupled receptor E2,51591,590,2.76 [2.18-3.48],1.9830287132856604e-17
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRE5,Adhesion G protein-coupled receptor E5,51749,598,2.34 [1.95-2.80],2.1538354230497232e-20
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRF5,Adhesion G protein-coupled receptor F5,44657,497,1.69 [1.25-2.30],0.0007158399954647
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRG1,Adhesion G-protein coupled receptor G1,51134,587,1.40 [1.31-1.51],8.995212259284465e-21
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADGRG2,Adhesion G-protein coupled receptor G2,51366,597,0.58 [0.45-0.73],7.93271064062606e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADH1B,All-trans-retinol dehydrogenase,43685,493,1.20 [1.08-1.34],0.0005249555429335
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ADM,Pro-adrenomedullin,51806,594,3.71 [2.81-4.91],4.596668298680714e-20
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AGER,Advanced glycosylation end product-specific receptor,51254,589,1.54 [1.30-1.83],6.742960666482816e-07
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AGR2,Anterior gradient protein 2 homolog,49754,567,1.24 [1.15-1.33],6.599253943401233e-09
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AGRN,Agrin,51591,590,2.46 [2.12-2.87],1.1372442770546935e-31
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AGXT,Serine--pyruvate aminotransferase,51366,597,1.23 [1.12-1.34],4.772133950552034e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AHNAK2,Protein AHNAK2,43471,486,1.76 [1.37-2.26],8.247716427505592e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AIFM1,"Apoptosis-inducing factor 1, mitochondrial",51051,587,1.13 [1.06-1.21],0.0003790201235683
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AKR1B10,Aldo-keto reductase family 1 member B10,43431,485,1.26 [1.12-1.41],8.855469532437232e-05
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AKR7L,Aflatoxin B1 aldehyde reductase member 4,43365,478,1.23 [1.10-1.37],0.0003291284994239
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ALCAM,CD166 antigen,52001,599,3.52 [2.51-4.94],3.3472531187923594e-13
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AMBP,Protein AMBP,51732,594,5.86 [4.25-8.08],3.2597492979266336e-27
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",AMIGO2,Amphoterin-induced protein 2,51134,587,2.11 [1.56-2.87],1.6059314636069504e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ANG,Angiogenin,51236,595,1.57 [1.29-1.92],7.530282197017299e-06
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ANGPT2,Angiopoietin-2,51806,594,2.49 [2.10-2.94],2.011778962312723e-26
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ANGPTL1,Angiopoietin-related protein 1,50618,584,2.21 [1.73-2.83],2.5078083537707647e-10
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ANGPTL2,Angiopoietin-related protein 2,51423,587,1.85 [1.56-2.21],5.245359944505752e-12
Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",ANGPTL4,Angiopoietin-related protein 4,51507,589,2.26 [1.93-2.65],4.155599811643882e-24
