Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,A1BG,Alpha-1B-glycoprotein,44381,1622,1.64 [1.23-2.17],0.000642235773114
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ABL1,Tyrosine-protein kinase ABL1,50746,1887,1.14 [1.08-1.21],1.205076301884162e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",49781,1828,1.10 [1.05-1.15],0.000134128386995
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACE2,Angiotensin-converting enzyme 2,50038,1856,1.33 [1.24-1.42],3.015950366599102e-16
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACP5,Tartrate-resistant acid phosphatase type 5,51199,1907,1.50 [1.34-1.69],5.805785858213009e-12
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACTA2,"Actin, aortic smooth muscle",50038,1856,1.50 [1.40-1.61],1.029842834394435e-29
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACTN2,Alpha-actinin-2,42853,1555,1.21 [1.12-1.31],7.287586906309753e-07
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ACVRL1,Serine/threonine-protein kinase receptor R3,50497,1868,3.07 [2.68-3.52],1.8564810633338345e-58
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADA2,Adenosine deaminase 2,50686,1878,1.79 [1.64-1.95],1.1271203171202796e-39
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43027,1570,1.51 [1.35-1.69],2.384383772444371e-12
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,50582,1870,1.25 [1.12-1.40],0.000103124626929
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,51538,1911,1.24 [1.10-1.39],0.0004302592733334
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51343,1906,1.98 [1.74-2.25],5.830096063902959e-25
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44122,1604,1.91 [1.66-2.20],9.879335767407576e-20
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,51607,1922,0.63 [0.54-0.74],4.20996291817506e-08
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50746,1887,1.43 [1.30-1.58],5.518092135550649e-13
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,50038,1856,1.21 [1.08-1.34],0.0007521351963984
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,43027,1570,1.32 [1.16-1.50],2.641448367622599e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,51133,1899,0.74 [0.68-0.81],4.3131683010938655e-11
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADAMTSL2,ADAMTS-like protein 2,44315,1618,1.57 [1.38-1.79],3.793321063127896e-12
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRB3,Adhesion G protein-coupled receptor B3,50497,1868,1.41 [1.25-1.58],2.275353356383453e-08
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRD1,Adhesion G-protein coupled receptor D1,43339,1593,1.26 [1.12-1.42],0.0001439429350905
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRE1,Adhesion G protein-coupled receptor E1,44122,1604,1.20 [1.11-1.31],1.3608186536356332e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRE2,Adhesion G protein-coupled receptor E2,51198,1895,1.39 [1.21-1.60],3.532769374360079e-06
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRE5,Adhesion G protein-coupled receptor E5,51358,1915,1.51 [1.33-1.70],6.757702358440651e-11
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRG1,Adhesion G-protein coupled receptor G1,50746,1887,1.19 [1.13-1.24],7.90482377248406e-14
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADGRG2,Adhesion G-protein coupled receptor G2,50976,1894,0.68 [0.58-0.78],1.27322921969938e-07
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADIPOQ,Adiponectin,44381,1622,1.14 [1.06-1.22],0.0002252168180562
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ADM,Pro-adrenomedullin,51416,1908,3.34 [2.86-3.91],7.733614282645204e-52
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AGR2,Anterior gradient protein 2 homolog,49383,1841,1.19 [1.14-1.23],8.093994243706017e-17
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AGRN,Agrin,51198,1895,1.89 [1.71-2.08],9.698560047171848e-37
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AGRP,Agouti-related protein,51538,1911,1.15 [1.06-1.24],0.0005581689235845
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AGXT,Serine--pyruvate aminotransferase,50976,1894,1.10 [1.05-1.16],0.0001651535740014
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AHCY,Adenosylhomocysteinase,50976,1894,1.13 [1.06-1.20],5.242232724923818e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",50664,1886,1.10 [1.06-1.14],6.445599427557003e-07
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ALCAM,CD166 antigen,51607,1922,2.21 [1.81-2.69],3.176207984011287e-15
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",50823,1887,1.12 [1.06-1.18],5.998932461169641e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ALPP,"Alkaline phosphatase, placental type",50746,1887,1.11 [1.07-1.15],5.0216412600068e-08
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AMBP,Protein AMBP,51342,1903,3.04 [2.51-3.68],2.209210177326468e-30
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AMFR,E3 ubiquitin-protein ligase AMFR,49790,1865,1.14 [1.07-1.21],3.2216712072793265e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,AMIGO2,Amphoterin-induced protein 2,50746,1887,1.52 [1.28-1.81],2.5533133978562105e-06
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANG,Angiogenin,50852,1884,1.50 [1.34-1.67],2.9830696512026785e-12
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANGPT2,Angiopoietin-2,51416,1908,1.75 [1.58-1.94],1.1220294850879358e-27
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANGPTL1,Angiopoietin-related protein 1,50232,1867,1.99 [1.73-2.28],2.2445217513327166e-22
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANGPTL2,Angiopoietin-related protein 2,51032,1887,1.34 [1.21-1.48],1.1459146326724924e-08
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANGPTL3,Angiopoietin-related protein 3,51021,1889,1.29 [1.15-1.44],1.204115227483715e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANGPTL4,Angiopoietin-related protein 4,51114,1890,1.59 [1.45-1.74],5.4703961085924015e-24
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANPEP,Aminopeptidase N,51107,1894,1.28 [1.12-1.48],0.0004962612914993
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANXA1,Annexin A1,43093,1582,1.21 [1.10-1.34],0.0001129207406944
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANXA10,Annexin A10,49790,1865,1.19 [1.14-1.25],8.537167600702635e-15
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,ANXA5,Annexin A5,49625,1856,1.38 [1.22-1.58],9.650604425028256e-07
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,50746,1887,1.27 [1.17-1.37],7.259848125786367e-09
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,51256,1900,1.18 [1.10-1.26],1.0899487013636188e-06
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APOA1,Apolipoprotein A-I,44381,1622,0.65 [0.53-0.78],1.0123286901959634e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APOA2,Apolipoprotein A-II,44343,1629,1.20 [1.09-1.32],0.0001524756537507
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APOC1,Apolipoprotein C-I,44298,1619,0.74 [0.65-0.85],1.2172828168130232e-05
Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,APOM,Apolipoprotein M,51106,1891,0.70 [0.61-0.80],6.898585549887951e-07
