Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,45069,1834,1.22 [1.12-1.32],4.366014950447774e-06
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,44339,443,1.33 [1.12-1.57],0.0008536723279931
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,34046,1606,1.39 [1.27-1.53],2.005087848788737e-12
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,44888,117,1.62 [1.16-2.25],0.0043746132742278
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",49364,837,1.21 [1.07-1.36],0.0024257370031094
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,49104,577,1.27 [1.10-1.47],0.0012439459031481
SELE,E-selectin,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",41548,133,1.40 [1.03-1.90],0.0312888916178278
SELE,E-selectin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,46303,1613,1.10 [1.01-1.20],0.0341462026286524
SELE,E-selectin,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",52013,222,1.46 [1.16-1.84],0.0014341380443334
SELE,E-selectin,Chapter II Neoplasms,Benign lipomatous neoplasm,51565,599,0.84 [0.73-0.97],0.0162781225925765
SELE,E-selectin,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,52034,221,0.75 [0.60-0.95],0.0154531029668405
SELE,E-selectin,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,52043,180,0.73 [0.57-0.95],0.0169016945853746
SELE,E-selectin,Chapter II Neoplasms,Leiomyoma of uterus,27526,1011,1.15 [1.03-1.29],0.0141150026449852
SELE,E-selectin,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),44994,943,1.16 [1.03-1.30],0.0124675890162109
SELE,E-selectin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,51010,140,0.75 [0.56-1.00],0.0485893221982204
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,42103,2395,1.19 [1.11-1.29],3.9792122854868605e-06
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,49019,1097,1.17 [1.05-1.30],0.0038418655741292
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,47415,276,1.65 [1.33-2.04],5.105878174329885e-06
SELE,E-selectin,Chapter IX Diseases of the circulatory system,Peripheral artery disease,49710,229,1.51 [1.20-1.89],0.0004140556438047
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,47385,246,1.68 [1.34-2.11],8.136488376128312e-06
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,48269,1130,2.26 [2.03-2.53],4.1872449196469406e-48
SELE,E-selectin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,48232,1093,2.26 [2.02-2.53],1.4291468819846763e-46
