Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GFRAL,GDNF family receptor alpha-like,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,28379,1283,0.88 [0.81-0.97],0.0080884141808957
GFRAL,GDNF family receptor alpha-like,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",34558,94,0.70 [0.50-0.98],0.0369112848333549
GFRAL,GDNF family receptor alpha-like,Chapter II Neoplasms,Benign neoplasm: Rectum,42763,115,1.35 [1.05-1.73],0.0188626341464137
GFRAL,GDNF family receptor alpha-like,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,43251,148,1.40 [1.13-1.74],0.0020687004276961
GFRAL,GDNF family receptor alpha-like,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,40677,573,0.87 [0.77-1.00],0.0460103502571557
GFRAL,GDNF family receptor alpha-like,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,40677,573,0.87 [0.77-1.00],0.0460103502571557
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,35063,1917,0.81 [0.75-0.88],1.0567256973548762e-07
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,40121,904,0.75 [0.67-0.84],5.477616568714348e-07
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,40095,878,0.75 [0.67-0.84],4.124884788819345e-07
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,34774,1628,0.79 [0.72-0.86],2.7224989313458853e-08
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,34653,1507,0.79 [0.72-0.86],1.174478834268086e-07
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Any mental disorder,36715,1087,0.87 [0.79-0.96],0.004654657071171
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",36019,391,0.79 [0.67-0.93],0.0046340954825133
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Alcohol dependence,40357,126,0.68 [0.50-0.91],0.0099234936059581
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Smoking dependency,40269,103,0.59 [0.43-0.81],0.0011464192898132
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",35839,211,0.71 [0.57-0.89],0.0026837338533718
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Other anxiety disorders,40877,108,0.70 [0.51-0.95],0.0229254223047601
