Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACRV1,Acrosomal protein SP-10,18408,156,0.50 [0.40-0.63],1.898394783958124e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18408,156,1.69 [1.29-2.20],0.0001057465900243
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ADGRG2,Adhesion G-protein coupled receptor G2,21856,174,2.43 [1.52-3.88],0.0001918183956661
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,21460,173,0.76 [0.64-0.89],0.0008785109596018
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ADIPOQ,Adiponectin,18973,157,1.70 [1.39-2.09],3.090099294548506e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),AMOT,Angiomotin,18525,154,2.11 [1.55-2.89],2.5081505378965285e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),APCS,Serum amyloid P-component,18814,156,0.46 [0.31-0.67],7.058166032779194e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ART3,Ecto-ADP-ribosyltransferase 3,21913,176,0.43 [0.30-0.62],4.161275509600722e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ASS1,Argininosuccinate synthase,18362,152,0.70 [0.57-0.85],0.0003932925887298
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CALCA,Calcitonin,21687,172,0.52 [0.42-0.65],6.3683014190702334e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CCN3,CCN family member 3,22088,177,1.93 [1.34-2.80],0.0004865177664819
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD276,CD276 antigen,21847,178,2.04 [1.39-3.01],0.0003056138327292
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,21764,176,0.33 [0.23-0.49],1.2798153277585317e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD5,T-cell surface glycoprotein CD5,22033,176,1.98 [1.40-2.81],0.0001119933489327
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD70,CD70 antigen,21863,176,1.78 [1.35-2.35],4.9099958934044027e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD83,CD83 antigen,21863,176,2.09 [1.45-3.03],9.032835332647456e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CD99,CD99 antigen,21852,177,0.28 [0.15-0.52],6.484242242498251e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),CDH15,Cadherin-15,22034,176,0.49 [0.37-0.66],3.420379105319165e-06
