Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",A1BG,Alpha-1B-glycoprotein,23083,712,2.58 [1.71-3.88],5.422661710201538e-06
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ACAN,Aggrecan core protein,26291,808,0.67 [0.55-0.83],0.0002849153809583
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ACHE,Acetylcholinesterase,22526,699,0.62 [0.50-0.77],1.095880999491261e-05
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADA2,Adenosine deaminase 2,26358,798,1.45 [1.25-1.68],6.927154776369126e-07
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26358,804,0.72 [0.61-0.87],0.0004245533816169
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,26744,811,1.55 [1.25-1.93],6.0845411183207394e-05
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,26603,802,0.51 [0.45-0.59],1.491897501590034e-22
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADAMTSL2,ADAMTS-like protein 2,23040,714,1.53 [1.25-1.87],3.764893227687221e-05
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADIPOQ,Adiponectin,23083,712,1.20 [1.09-1.32],0.0001569053399612
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ADM,Pro-adrenomedullin,26778,811,2.25 [1.78-2.85],1.5838542371509647e-11
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AGR2,Anterior gradient protein 2 homolog,25695,782,1.19 [1.12-1.27],4.940663868834034e-08
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AGRP,Agouti-related protein,26847,816,0.79 [0.71-0.88],2.0126208960482683e-05
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ALPP,"Alkaline phosphatase, placental type",26419,803,1.13 [1.08-1.19],3.0593634456403647e-06
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AMBP,Protein AMBP,26745,809,2.66 [1.95-3.63],7.42951631356652e-10
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",AMOT,Angiomotin,22526,699,1.50 [1.28-1.75],2.842829351143634e-07
Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",ANGPTL1,Angiopoietin-related protein 1,26145,796,1.55 [1.25-1.91],4.819600822908934e-05
