Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,ADGRD1,Adhesion G-protein coupled receptor D1,18429,81,2.57 [1.71-3.88],6.6276360677817305e-06
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,AMBP,Protein AMBP,21898,90,5.45 [2.15-13.85],0.0003626193756015
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,ASGR1,Asialoglycoprotein receptor 1,21585,87,3.49 [2.08-5.87],2.183230476819584e-06
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,CHGA,Chromogranin-A,18859,85,1.49 [1.22-1.82],8.472877303593105e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,CHI3L1,Chitinase-3-like protein 1,21213,84,1.49 [1.20-1.83],0.0002185823943813
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,CXCL17,C-X-C motif chemokine 17,21983,90,1.71 [1.25-2.35],0.0008348921760595
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,EFNA4,Ephrin-A4,21548,87,2.77 [1.56-4.94],0.0005262401852489
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,FGFBP1,Fibroblast growth factor-binding protein 1,21784,91,0.37 [0.23-0.59],2.705689827896969e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,GDF15,Growth/differentiation factor 15,22004,88,1.76 [1.38-2.24],5.370727551585301e-06
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,HJV,Hemojuvelin,18852,85,1.78 [1.31-2.42],0.0002551400368667
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,HPGDS,Hematopoietic prostaglandin D synthase,21196,85,0.36 [0.21-0.60],9.412593801142478e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,IGFBP7,Insulin-like growth factor-binding protein 7,22004,88,2.14 [1.38-3.32],0.0006872123697706
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,IL1R1,Interleukin-1 receptor type 1,21678,88,3.77 [1.76-8.09],0.0006553672042414
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,LTO1,Protein LTO1 homolog,21326,88,1.76 [1.35-2.29],2.329357320813028e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,LY96,Lymphocyte antigen 96,21585,87,2.00 [1.34-2.98],0.0006313057127929
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,MATN3,Matrilin-3,21548,87,2.48 [1.51-4.08],0.0003550938116217
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,OFD1,Oral-facial-digital syndrome 1 protein,18518,85,1.44 [1.19-1.74],0.0002035298619967
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,PGA4,Pepsin A-4,18877,82,1.72 [1.24-2.37],0.000982543307241
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,PLXNB2,Plexin-B2,21903,87,3.39 [1.66-6.92],0.0008041896489454
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,PRSS8,Prostasin,21603,91,2.06 [1.40-3.03],0.0002528321666651
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,PTGDS,Prostaglandin-H2 D-isomerase,21553,86,3.17 [1.96-5.12],2.337576224099999e-06
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,RBP5,Retinol-binding protein 5,21634,91,1.71 [1.31-2.24],9.63249498821726e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,REN,Renin,21720,86,1.58 [1.27-1.95],2.838311638992897e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,RNASET2,Ribonuclease T2,21884,88,3.04 [1.64-5.61],0.0003843842611471
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,SERPINF1,Pigment epithelium-derived factor,18617,85,2.95 [1.56-5.57],0.0008644070271222
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,SLAMF7,SLAM family member 7,21705,91,1.79 [1.33-2.39],9.820204066273148e-05
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,STAB2,Stabilin-2,18859,85,2.92 [1.60-5.30],0.0004441156909161
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,21585,87,2.23 [1.47-3.39],0.0001604020362025
Chapter XI Diseases of the digestive system,Abscess of anal and rectal regions,VSIG2,V-set and immunoglobulin domain-containing protein 2,18779,85,1.88 [1.39-2.55],5.1010580265651184e-05
