Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADM,Pro-adrenomedullin,51758,276,3.81 [2.55-5.69],6.985237748819398e-11
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",B2M,Beta-2-microglobulin,44684,240,1.71 [1.47-1.99],7.99477769159467e-12
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",BCAM,Basal cell adhesion molecule,51337,278,3.20 [2.30-4.46],7.095149899944958e-12
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",CCL15,C-C motif chemokine 15,51956,282,1.89 [1.55-2.32],8.110441240249491e-10
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",CD79B,B-cell antigen receptor complex-associated protein beta chain,51883,279,2.16 [1.81-2.59],3.100920739135082e-17
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",CKAP4,Cytoskeleton-associated protein 4,51632,279,2.79 [2.12-3.67],2.392151450987198e-13
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",COL6A3,Collagen alpha-3(VI) chain,51956,282,2.34 [1.81-3.03],8.890876267055942e-11
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",EDA2R,Tumor necrosis factor receptor superfamily member 27,51758,276,2.37 [1.87-3.01],1.4310829994713741e-12
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",EFNA4,Ephrin-A4,50838,276,2.65 [2.04-3.45],3.2990523201078693e-13
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",EPHA2,Ephrin type-A receptor 2,49468,260,2.41 [1.85-3.14],7.624039355483309e-11
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",EPHB4,Ephrin type-B receptor 4,51956,282,3.02 [2.13-4.28],5.18016192019563e-10
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",EPO,Erythropoietin,51244,275,1.38 [1.25-1.53],4.0339037154998094e-10
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",FGF23,Fibroblast growth factor 23,51674,276,1.51 [1.34-1.71],2.4389747999173772e-11
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",GDF15,Growth/differentiation factor 15,51956,282,1.84 [1.63-2.09],1.1139062847230341e-21
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",HAVCR1,Hepatitis A virus cellular receptor 1,51684,276,1.77 [1.54-2.04],8.103906862869218e-16
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",IGFBP4,Insulin-like growth factor-binding protein 4,50679,274,2.02 [1.66-2.45],2.3937152618661e-12
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",IGSF3,Immunoglobulin superfamily member 3,51085,270,1.93 [1.61-2.31],6.964316035131494e-13
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,51295,282,1.92 [1.58-2.32],2.615496345053155e-11
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",LGALS4,Galectin-4,51295,282,1.84 [1.55-2.18],1.5949732213733533e-12
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",NECTIN2,Nectin-2,51243,279,2.68 [1.96-3.66],6.701563437957321e-10
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",OCLN,Occludin,44533,239,2.05 [1.64-2.58],5.737288358028606e-10
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",PGF,Placenta growth factor,51883,279,2.19 [1.79-2.67],1.0550928409557444e-14
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",RELT,Tumor necrosis factor receptor superfamily member 19L,51337,278,3.48 [2.58-4.70],2.6451020078785333e-16
