Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51852,115,3.54 [2.40-5.21],1.64321935653112e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CCL7,C-C motif chemokine 7,51411,114,1.99 [1.75-2.27],6.806292203668507e-25
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CD27,CD27 antigen,51643,114,3.20 [2.42-4.24],4.606419426133136e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CD274,Programmed cell death 1 ligand 1,51083,115,2.75 [2.01-3.76],2.2068948762025886e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CD300E,CMRF35-like molecule 2,51757,117,3.42 [2.52-4.64],3.115757326827186e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CD74,HLA class II histocompatibility antigen gamma chain,51936,116,3.48 [2.38-5.08],1.0540040689982644e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CD80,T-lymphocyte activation antigen CD80,44755,98,3.77 [2.60-5.48],3.051341796121481e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CDCP1,CUB domain-containing protein 1,51083,115,2.22 [1.72-2.85],6.696566227106935e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CLEC5A,C-type lectin domain family 5 member A,51316,115,5.25 [3.61-7.65],4.837456247529077e-18
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CSF1,Macrophage colony-stimulating factor 1,51706,115,6.43 [3.95-10.48],8.157587856478143e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",CXCL13,C-X-C motif chemokine 13,51936,116,1.68 [1.52-1.85],1.4081976919099917e-25
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",EPHA2,Ephrin type-A receptor 2,49626,109,2.78 [2.01-3.84],7.11776336241263e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",FCAR,Immunoglobulin alpha Fc receptor,51411,114,2.61 [2.03-3.34],3.1843056182519037e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",FGA,Fibrinogen alpha chain,43762,95,5.29 [3.22-8.69],4.8429716840171644e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",FGL1,Fibrinogen-like protein 1,44795,100,2.52 [1.95-3.25],1.9529902712004463e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",FOLR1,Folate receptor alpha,51408,113,4.89 [3.51-6.80],4.313817779059585e-21
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",GDF15,Growth/differentiation factor 15,52119,117,2.23 [1.87-2.66],3.4210012544143343e-19
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",HAVCR2,Hepatitis A virus cellular receptor 2,51496,116,3.40 [2.37-4.87],3.286747797259966e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",IFI30,Gamma-interferon-inducible lysosomal thiol reductase,43489,98,3.47 [2.52-4.78],2.2483610807516922e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",IL18BP,Interleukin-18-binding protein,51689,115,3.93 [2.69-5.74],1.7516286502451473e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",IL2RA,Interleukin-2 receptor subunit alpha,51117,113,2.80 [2.19-3.57],1.1322194211645227e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",IL6,Interleukin-6,51248,116,1.58 [1.42-1.76],2.200560784879284e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,51452,115,2.52 [1.87-3.39],9.475232586227421e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",LAMP3,Lysosome-associated membrane glycoprotein 3,51962,117,2.67 [2.00-3.57],2.6287675532838928e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",LGALS9,Galectin-9,51454,114,3.93 [2.56-6.02],3.7088509233903836e-10
