Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,ACVRL1,Serine/threonine-protein kinase receptor R3,50529,3310,1.61 [1.43-1.82],2.3031785979898297e-15
Chapter XI Diseases of the digestive system,Constipation,ADA2,Adenosine deaminase 2,50707,3318,1.35 [1.26-1.45],1.3471828175522113e-17
Chapter XI Diseases of the digestive system,Constipation,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43067,2737,1.35 [1.23-1.49],3.474259042264308e-10
Chapter XI Diseases of the digestive system,Constipation,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44159,2804,1.49 [1.33-1.67],5.80760624019077e-12
Chapter XI Diseases of the digestive system,Constipation,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,51167,3344,0.81 [0.75-0.86],3.7117880327902655e-10
Chapter XI Diseases of the digestive system,Constipation,ADGRG1,Adhesion G-protein coupled receptor G1,50766,3318,1.12 [1.08-1.17],5.635774907866585e-10
Chapter XI Diseases of the digestive system,Constipation,ADM,Pro-adrenomedullin,51438,3369,1.78 [1.58-2.00],6.09543308209921e-22
Chapter XI Diseases of the digestive system,Constipation,AGR2,Anterior gradient protein 2 homolog,49401,3224,1.15 [1.11-1.18],3.560833712866077e-18
Chapter XI Diseases of the digestive system,Constipation,AGRN,Agrin,51228,3357,1.42 [1.31-1.54],2.087300141112577e-16
Chapter XI Diseases of the digestive system,Constipation,AMBP,Protein AMBP,51364,3363,1.93 [1.66-2.24],5.501429313030852e-18
Chapter XI Diseases of the digestive system,Constipation,ANGPT2,Angiopoietin-2,51438,3369,1.32 [1.21-1.42],1.2283292250604544e-11
Chapter XI Diseases of the digestive system,Constipation,AREG,Amphiregulin,50766,3318,1.48 [1.39-1.58],3.373522969245047e-35
Chapter XI Diseases of the digestive system,Constipation,ATRAID,All-trans retinoic acid-induced differentiation factor,44159,2804,1.35 [1.24-1.48],3.921235227409992e-11
