Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ADGRG1,Adhesion G-protein coupled receptor G1,24810,161,1.40 [1.16-1.69],0.0003632198830006
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,CD276,CD276 antigen,24889,160,2.21 [1.47-3.33],0.0001297300919323
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,DCN,Decorin,24457,159,2.81 [1.53-5.17],0.0008652461011839
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,DPP4,Dipeptidyl peptidase 4,24409,156,2.16 [1.38-3.38],0.0007571664524599
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,GASK1A,Golgi-associated kinase 1A,20907,134,0.51 [0.35-0.75],0.0005632751784475
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,NTF3,Neurotrophin-3,24892,162,1.74 [1.25-2.41],0.0009310329376964
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,PTH,Parathyroid hormone,20990,137,0.70 [0.57-0.86],0.000942766625484
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,PTPRF,Receptor-type tyrosine-protein phosphatase F,25215,164,0.39 [0.24-0.62],6.267250446270377e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,SLC39A5,Zinc transporter ZIP5,24892,162,0.57 [0.43-0.75],4.877805441928066e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,THBS2,Thrombospondin-2,24895,160,1.79 [1.28-2.49],0.0005870045507367
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,24889,160,2.32 [1.53-3.51],6.998401757515024e-05
