Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CXCL17,C-X-C motif chemokine 17,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,19147,920,1.54 [1.35-1.75],4.333409676754373e-11
CXCL17,C-X-C motif chemokine 17,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,18387,291,1.84 [1.49-2.26],9.994628272287832e-09
CXCL17,C-X-C motif chemokine 17,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13450,1089,1.84 [1.63-2.08],3.6020306652156744e-22
CXCL17,C-X-C motif chemokine 17,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19871,781,1.39 [1.21-1.61],5.499141150440749e-06
CXCL17,C-X-C motif chemokine 17,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),18667,573,1.85 [1.59-2.17],9.973480587338974e-15
CXCL17,C-X-C motif chemokine 17,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,16908,1665,1.55 [1.40-1.71],1.5928672804267478e-17
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,Peripheral artery disease,21753,170,2.71 [2.13-3.45],6.027216664495746e-16
CXCL17,C-X-C motif chemokine 17,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,16725,1482,1.55 [1.39-1.72],6.045644277944439e-16
CXCL17,C-X-C motif chemokine 17,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,16615,1372,1.55 [1.39-1.73],3.6609443709489846e-15
CXCL17,C-X-C motif chemokine 17,Chapter V Mental and behavioural disorders,Any mental disorder,19135,544,1.84 [1.57-2.16],3.6275840277354926e-14
CXCL17,C-X-C motif chemokine 17,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",18753,162,1.99 [1.53-2.59],3.255617583543831e-07
CXCL17,C-X-C motif chemokine 17,Chapter V Mental and behavioural disorders,Smoking dependency,21748,50,3.11 [2.07-4.66],3.9166279561446334e-08
CXCL17,C-X-C motif chemokine 17,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",18855,264,1.82 [1.44-2.29],3.4228425912450094e-07
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,14401,4620,1.37 [1.27-1.48],9.582266356892325e-16
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,Hypertension,15311,3287,1.22 [1.13-1.33],1.9600101843769576e-06
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,12136,112,2.69 [1.98-3.65],2.4007322074424687e-10
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",20474,1844,1.56 [1.42-1.71],2.3507035257464227e-20
CXCL17,C-X-C motif chemokine 17,Chapter IX Diseases of the circulatory system,Angina pectoris,19727,1097,1.51 [1.34-1.70],7.450808223265567e-12
