Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
KLK13,Kallikrein-13,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,17799,287,1.79 [1.43-2.24],2.967333212817271e-07
KLK13,Kallikrein-13,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13033,1073,1.45 [1.28-1.64],2.536557062848276e-09
KLK13,Kallikrein-13,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,18573,96,2.55 [1.75-3.72],1.1589259823479578e-06
KLK13,Kallikrein-13,Chapter I Certain infectious and parasitic diseases,Other septicaemia,21229,87,2.57 [1.76-3.76],1.011352749065208e-06
KLK13,Kallikrein-13,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),18063,558,1.52 [1.30-1.80],4.062554759133621e-07
KLK13,Kallikrein-13,Chapter V Mental and behavioural disorders,Any mental disorder,18542,527,1.46 [1.24-1.72],6.59873502771108e-06
KLK13,Kallikrein-13,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",18272,257,1.80 [1.43-2.28],8.838187652959571e-07
KLK13,Kallikrein-13,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,11759,106,3.60 [2.54-5.10],7.352006495616838e-13
KLK13,Kallikrein-13,Chapter X Diseases of the respiratory system,Influenza and pneumonia,20150,258,1.72 [1.37-2.17],3.84929208794945e-06
KLK13,Kallikrein-13,Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,22325,70,2.69 [1.84-3.93],3.072823333783783e-07
KLK13,Kallikrein-13,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified psoriasis,22313,58,2.71 [1.80-4.07],1.6882015713765983e-06
KLK13,Kallikrein-13,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,18999,292,2.88 [2.32-3.58],8.532527954266105e-22
KLK13,Kallikrein-13,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,18788,81,2.62 [1.73-3.97],5.034498015733781e-06
KLK13,Kallikrein-13,Chapter XIV Diseases of the genitourinary system,Acute renal failure,19044,65,3.41 [2.20-5.26],3.4393799739953334e-08
KLK13,Kallikrein-13,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,19065,86,3.81 [2.58-5.62],1.5066450437840316e-11
KLK13,Kallikrein-13,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,19060,81,3.96 [2.67-5.86],6.309714776425565e-12
