Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,20395,748,1.44 [1.29-1.61],6.213842441746249e-11
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,20372,725,1.47 [1.32-1.64],9.455669983714788e-12
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,16111,1425,1.22 [1.12-1.33],4.4620727752218846e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,16004,1318,1.22 [1.12-1.34],8.722398099091677e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,13860,4445,1.18 [1.11-1.25],2.358299733536531e-07
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",19687,1783,1.21 [1.12-1.30],1.0817723443969057e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,19323,1444,1.22 [1.12-1.32],3.011436092282809e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,14547,6286,1.17 [1.11-1.24],1.3468691558780648e-08
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",18058,2496,1.19 [1.11-1.27],9.284061966884756e-07
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter XI Diseases of the digestive system,Diseases of liver,21647,116,1.76 [1.39-2.22],2.2937355394615817e-06
