Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,5.01 [1.01-24.97],0.0490303702434852
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,ITGA11,Integrin alpha-11,Inverse variance weighted,16,0.50 [0.26-0.95],0.0353170126049328
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,LCN2,Neutrophil gelatinase-associated lipocalin,Inverse variance weighted,21,0.39 [0.17-0.94],0.0356511206886863
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,0.37 [0.14-0.99],0.0473718423028539
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,2.04 [1.14-3.65],0.0160828814174162
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,IL19,Interleukin-19,Inverse variance weighted,21,1.66 [1.06-2.60],0.0280510956499204
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,CCL21,C-C motif chemokine 21,Inverse variance weighted,19,3.13 [1.21-8.10],0.0184140015280114
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,0.62 [0.44-0.87],0.0056232501616861
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,CD83,CD83 antigen,Inverse variance weighted,19,0.30 [0.13-0.68],0.0036635321538562
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,5.82 [1.25-27.18],0.0250578475184455
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,PALM2,Paralemmin-2,Inverse variance weighted,9,0.25 [0.10-0.60],0.0019862844946768
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,3.49 [1.08-11.27],0.0363923321760472
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,FCRLB,Fc receptor-like B,Inverse variance weighted,65,0.40 [0.26-0.63],7.02866401539247e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.69 [0.49-0.97],0.0317563941448175
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,CTSZ,Cathepsin Z,Inverse variance weighted,16,0.58 [0.36-0.95],0.0303000693971868
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,2.30 [1.04-5.09],0.0390495737262485
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,1.98 [1.21-3.24],0.0063755263215025
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,VMO1,Vitelline membrane outer layer protein 1 homolog,Inverse variance weighted,44,1.36 [1.03-1.80],0.0298687410681186
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,2.35 [1.07-5.15],0.0330611711287996
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.34 [1.05-1.71],0.0167881512049796
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.56 [1.04-2.34],0.0334192215028491
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.58 [0.35-0.97],0.0394217015778096
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,MUC13,Mucin-13,Inverse variance weighted,13,3.42 [1.05-11.12],0.0411528276797439
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,2.39 [1.41-4.05],0.001274438558468
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.37 [0.18-0.76],0.0070389413226852
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.98 [1.11-3.53],0.0207020386629312
