Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,36,1.18 [1.03-1.35],0.0139145076701638
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CD276,CD276 antigen,Inverse variance weighted,47,0.84 [0.76-0.92],0.0003444739769595
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,8,1.43 [1.03-1.98],0.0319230577770798
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CLEC1B,C-type lectin domain family 1 member B,Inverse variance weighted,3,0.68 [0.46-1.00],0.0499872192673652
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,1.64 [1.12-2.41],0.0111193805494969
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SEMA7A,Semaphorin-7A,Inverse variance weighted,25,1.26 [1.03-1.54],0.0222050837055453
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SPRY2,Protein sprouty homolog 2,Inverse variance weighted,5,0.55 [0.34-0.89],0.0150538196879947
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",C1QA,Complement C1q subcomponent subunit A,Inverse variance weighted,36,1.20 [1.03-1.39],0.0174168018856472
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",REG1A,Lithostathine-1-alpha,Inverse variance weighted,26,1.21 [1.04-1.39],0.010500499286446
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",NRP1,Neuropilin-1,Inverse variance weighted,26,1.22 [1.00-1.48],0.0452267453850666
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",EPO,Erythropoietin,Inverse variance weighted,14,0.72 [0.57-0.92],0.00810775302274
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",PTS,6-pyruvoyl tetrahydrobiopterin synthase,Inverse variance weighted,4,1.47 [1.00-2.16],0.0498865401006631
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",TMED8,Protein TMED8,Wald ratio,1,2.80 [1.04-7.48],0.0406979495103487
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CA9,Carbonic anhydrase 9,Inverse variance weighted,11,1.41 [1.01-1.98],0.0436956912302963
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",DSC2,Desmocollin-2,Inverse variance weighted,16,0.80 [0.66-0.97],0.0262927536707284
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.88 [0.80-0.97],0.0094263039128732
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SLAMF8,SLAM family member 8,Inverse variance weighted,28,1.08 [1.01-1.16],0.0337530184448562
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",DOK1,Docking protein 1,Wald ratio,1,0.13 [0.03-0.55],0.005538062608939
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",GYS1,"Glycogen [starch] synthase, muscle",Inverse variance weighted,18,0.68 [0.59-0.80],1.56789450329993e-06
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,22,0.89 [0.80-0.98],0.0229918176279764
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",GP1BA,Platelet glycoprotein Ib alpha chain,Inverse variance weighted,26,0.59 [0.47-0.74],6.32427077934543e-06
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",APP,Amyloid-beta precursor protein,Inverse variance weighted,10,0.54 [0.36-0.81],0.002907405325326
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CD63,CD63 antigen,Inverse variance weighted,13,0.66 [0.48-0.91],0.010996663179115
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",EFNA1,Ephrin-A1,Inverse variance weighted,15,1.22 [1.03-1.46],0.0244194371901411
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",THBD,Thrombomodulin,Inverse variance weighted,16,1.24 [1.03-1.50],0.024632206174836
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CTSD,Cathepsin D,Inverse variance weighted,24,1.25 [1.01-1.56],0.0428807156695043
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",MSRA,Mitochondrial peptide methionine sulfoxide reductase,Wald ratio,1,0.25 [0.08-0.83],0.0230633472064217
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,11,1.31 [1.07-1.62],0.0106555444659225
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CNDP1,Beta-Ala-His dipeptidase,Inverse variance weighted,48,0.87 [0.78-0.96],0.0077623259579513
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",FAS,Tumor necrosis factor receptor superfamily member 6,Inverse variance weighted,12,1.48 [1.22-1.80],6.88963751406017e-05
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",CPXM2,Inactive carboxypeptidase-like protein X2,Inverse variance weighted,26,1.19 [1.04-1.37],0.0130090752495597
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",VASH1,Tubulinyl-Tyr carboxypeptidase 1,Inverse variance weighted,5,0.51 [0.28-0.93],0.0274701946039099
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.26 [1.04-1.52],0.0188252480859994
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,1.31 [1.03-1.65],0.0247671940106095
