Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Cardiac arrest,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,2.13 [1.42-3.21],0.0002923066054597
Chapter IX Diseases of the circulatory system,Cardiac arrest,AREG,Amphiregulin,Inverse variance weighted,7,1.49 [1.07-2.07],0.0188863478663266
Chapter IX Diseases of the circulatory system,Cardiac arrest,AGRN,Agrin,Inverse variance weighted,31,0.84 [0.72-0.98],0.0292934847444877
Chapter IX Diseases of the circulatory system,Cardiac arrest,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,Inverse variance weighted,27,0.78 [0.67-0.92],0.0032378419163053
Chapter IX Diseases of the circulatory system,Cardiac arrest,LAYN,Layilin,Inverse variance weighted,23,0.80 [0.66-0.97],0.0236688310726349
Chapter IX Diseases of the circulatory system,Cardiac arrest,SIGLEC8,Sialic acid-binding Ig-like lectin 8,Inverse variance weighted,44,0.90 [0.82-0.98],0.0196107833281847
Chapter IX Diseases of the circulatory system,Cardiac arrest,ANG,Angiogenin,Inverse variance weighted,26,0.88 [0.78-0.99],0.0292971279098493
Chapter IX Diseases of the circulatory system,Cardiac arrest,CD59,CD59 glycoprotein,Inverse variance weighted,8,0.68 [0.54-0.85],0.0009667956610044
Chapter IX Diseases of the circulatory system,Cardiac arrest,IL15,Interleukin-15,Inverse variance weighted,35,0.79 [0.65-0.96],0.0161317011479996
Chapter IX Diseases of the circulatory system,Cardiac arrest,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.77 [1.08-2.90],0.0228654014721964
Chapter IX Diseases of the circulatory system,Cardiac arrest,CA5A,"Carbonic anhydrase 5A, mitochondrial",Inverse variance weighted,29,1.30 [1.06-1.59],0.0106228523764366
Chapter IX Diseases of the circulatory system,Cardiac arrest,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,0.68 [0.53-0.87],0.001941849418311
Chapter IX Diseases of the circulatory system,Cardiac arrest,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.84 [0.71-0.99],0.040823094662802
Chapter IX Diseases of the circulatory system,Cardiac arrest,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.31 [1.03-1.66],0.0252285780677314
Chapter IX Diseases of the circulatory system,Cardiac arrest,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.89 [0.79-0.99],0.0350817542836874
Chapter IX Diseases of the circulatory system,Cardiac arrest,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.82 [0.69-0.97],0.0209691662739429
Chapter IX Diseases of the circulatory system,Cardiac arrest,SFTPD,Pulmonary surfactant-associated protein D,Inverse variance weighted,54,1.13 [1.05-1.21],0.0013866936771872
Chapter IX Diseases of the circulatory system,Cardiac arrest,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.43 [1.04-1.96],0.0270816271537484
Chapter IX Diseases of the circulatory system,Cardiac arrest,SPON2,Spondin-2,Inverse variance weighted,8,1.30 [1.04-1.64],0.0228711527350106
Chapter IX Diseases of the circulatory system,Cardiac arrest,MFAP5,Microfibrillar-associated protein 5,Inverse variance weighted,2,2.28 [1.07-4.89],0.0333108468268848
Chapter IX Diseases of the circulatory system,Cardiac arrest,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.11 [1.01-1.23],0.0373001635561686
