Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,43,0.85 [0.74-0.98],0.0244405327029058
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.73 [0.58-0.91],0.0061342265263493
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,NECTIN4,Nectin-4,Inverse variance weighted,12,0.74 [0.57-0.95],0.0201300727944566
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.24 [1.07-1.44],0.0036263342983996
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,CD83,CD83 antigen,Inverse variance weighted,19,0.70 [0.49-1.00],0.0473271632031766
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,3.28 [1.07-10.03],0.0375102341234804
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.71 [0.52-0.96],0.0287983756648666
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,1.10 [1.00-1.22],0.0406611832313597
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,CDH1,Cadherin-1,Inverse variance weighted,17,1.52 [1.12-2.06],0.0069086517325091
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.61 [1.04-2.48],0.0332650433805162
Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.72 [1.24-2.40],0.0012660552634308
