Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.98 [0.96-1.00],0.0462356064121511
Chapter XI Diseases of the digestive system,Constipation,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.02 [1.00-1.05],0.0260451265064478
Chapter XI Diseases of the digestive system,Constipation,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,40,1.04 [1.00-1.08],0.0285782884756556
Chapter XI Diseases of the digestive system,Constipation,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,0.95 [0.91-1.00],0.0430088068322191
Chapter XI Diseases of the digestive system,Constipation,LAYN,Layilin,Inverse variance weighted,23,0.95 [0.91-0.99],0.0152588208559284
Chapter XI Diseases of the digestive system,Constipation,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,11,1.08 [1.00-1.18],0.0470571878612348
Chapter XI Diseases of the digestive system,Constipation,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,1.11 [1.01-1.22],0.0308564222145341
Chapter XI Diseases of the digestive system,Constipation,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,Inverse variance weighted,51,0.95 [0.91-0.99],0.014063481146628
Chapter XI Diseases of the digestive system,Constipation,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.91 [0.87-0.96],0.000812930982512
Chapter XI Diseases of the digestive system,Constipation,CD302,CD302 antigen,Inverse variance weighted,17,0.95 [0.91-0.99],0.0195524120496535
Chapter XI Diseases of the digestive system,Constipation,FGFBP2,Fibroblast growth factor-binding protein 2,Inverse variance weighted,59,0.98 [0.96-1.00],0.0380658357500882
Chapter XI Diseases of the digestive system,Constipation,IL22,Interleukin-22,Inverse variance weighted,5,0.82 [0.68-0.98],0.0276407861516171
Chapter XI Diseases of the digestive system,Constipation,SPON1,Spondin-1,Inverse variance weighted,25,0.93 [0.90-0.97],0.0004799467648285
