Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",C19orf12,Protein C19orf12,Inverse variance weighted,4,2.93 [1.25-6.89],0.0135832047634492
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",GOLM2,Protein GOLM2,Inverse variance weighted,14,0.71 [0.53-0.95],0.0218686170058935
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.84 [1.08-3.13],0.0246499124206754
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,33,0.72 [0.57-0.92],0.0092179549578959
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,16,1.42 [1.11-1.81],0.0046197726838528
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",SFRP1,Secreted frizzled-related protein 1,Inverse variance weighted,22,1.43 [1.06-1.95],0.0212295415549321
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",ACHE,Acetylcholinesterase,Inverse variance weighted,34,1.20 [1.01-1.43],0.0430272141440655
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",THBS2,Thrombospondin-2,Inverse variance weighted,33,0.83 [0.70-0.98],0.0256741801917206
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",CD302,CD302 antigen,Inverse variance weighted,17,1.34 [1.04-1.73],0.0251286769251327
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,15,0.60 [0.40-0.90],0.0127486003137077
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,0.41 [0.20-0.85],0.0162180460767565
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",SLAMF7,SLAM family member 7,Inverse variance weighted,40,0.83 [0.72-0.96],0.0113461000854585
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,1.39 [1.06-1.82],0.0174595791700997
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",MME,Neprilysin,Inverse variance weighted,49,1.22 [1.01-1.47],0.0354888909198919
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",AGXT,Serine--pyruvate aminotransferase,Inverse variance weighted,17,1.43 [1.05-1.95],0.0220338337507218
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,11,0.65 [0.44-0.98],0.0402432305916084
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.39 [1.07-1.81],0.0148335343863992
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,35,0.84 [0.71-0.99],0.0424577376267819
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",OSCAR,Osteoclast-associated immunoglobulin-like receptor,Inverse variance weighted,31,0.86 [0.75-0.98],0.0272127734373538
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",CTSD,Cathepsin D,Inverse variance weighted,24,1.43 [1.13-1.81],0.003397810919401
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",CD48,CD48 antigen,Inverse variance weighted,32,0.82 [0.71-0.94],0.0054920014976538
