Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,DEFA1_DEFA1B,Neutrophil defensin 1,Inverse variance weighted,31,1.13 [1.01-1.26],0.0353932181824927
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,COL15A1,Collagen alpha-1(XV) chain,Inverse variance weighted,10,1.19 [1.01-1.40],0.0353745017965218
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,5,0.69 [0.49-0.96],0.0295385023606204
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,1.12 [1.01-1.25],0.0378840543537122
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,1.16 [1.07-1.25],0.000379629105415
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,XCL1,Lymphotactin,Inverse variance weighted,47,0.94 [0.89-0.99],0.0198881859613278
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,0.76 [0.60-0.95],0.0161810123875972
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,CA4,Carbonic anhydrase 4,Inverse variance weighted,25,1.07 [1.00-1.15],0.0418507970597112
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,LGALS9,Galectin-9,Inverse variance weighted,39,1.10 [1.02-1.20],0.0129061602594363
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,6,1.47 [1.09-1.98],0.0124740524326944
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,0.94 [0.90-0.99],0.0138340966088044
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,34,1.06 [1.00-1.13],0.0466667991967442
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,VCAN,Versican core protein,Inverse variance weighted,58,0.94 [0.89-1.00],0.0357677043501682
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,CTRB1,Chymotrypsinogen B,Inverse variance weighted,43,0.92 [0.87-0.98],0.0083054309639185
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SEMA3G,Semaphorin-3G,Inverse variance weighted,66,0.91 [0.85-0.98],0.008023798188678
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,TGFBR1,TGF-beta receptor type-1,Wald ratio,1,0.33 [0.16-0.68],0.002782192743585
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,MEPE,Matrix extracellular phosphoglycoprotein,Inverse variance weighted,27,0.84 [0.74-0.96],0.0092974779856083
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,12,0.87 [0.78-0.98],0.0266067110146131
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.06 [1.00-1.12],0.032090037075241
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SPINT2,Kunitz-type protease inhibitor 2,Inverse variance weighted,11,1.18 [1.03-1.35],0.0139109686305561
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,IL6ST,Interleukin-6 receptor subunit beta,Inverse variance weighted,10,0.82 [0.70-0.96],0.0114532215590562
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,18,1.12 [1.02-1.23],0.0218764544232546
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,MSMB,Beta-microseminoprotein,Inverse variance weighted,92,1.04 [1.01-1.08],0.0231687177692489
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SERPINF1,Pigment epithelium-derived factor,Inverse variance weighted,15,0.86 [0.77-0.96],0.0084873787989273
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,PTH,Parathyroid hormone,Inverse variance weighted,11,1.25 [1.04-1.50],0.0191274362347647
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,TCN2,Transcobalamin-2,Inverse variance weighted,66,1.06 [1.02-1.11],0.0073277448363824
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.21 [1.01-1.44],0.0347756562338207
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.12 [1.01-1.23],0.024101430782875
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,Inverse variance weighted,49,1.06 [1.01-1.11],0.0200759313454797
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.84 [0.72-0.98],0.0277102632398022
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,1.23 [1.05-1.43],0.0090075078369194
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,VEGFB,Vascular endothelial growth factor B,Inverse variance weighted,12,0.82 [0.70-0.97],0.0209152073546788
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.71 [0.52-0.97],0.0300747867649662
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,0.92 [0.87-0.98],0.012354312350273
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.68 [0.49-0.94],0.0188524550758402
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,PGF,Placenta growth factor,Inverse variance weighted,8,0.73 [0.57-0.94],0.0134193823948366
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,CD46,Membrane cofactor protein,Inverse variance weighted,3,0.68 [0.50-0.91],0.0100336614750761
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,CST6,Cystatin-M,Inverse variance weighted,32,1.13 [1.01-1.25],0.0275247526516163
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,DKK4,Dickkopf-related protein 4,Inverse variance weighted,18,1.23 [1.03-1.47],0.0198986998421937
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,NUCB2,Nucleobindin-2,Inverse variance weighted,28,0.90 [0.82-0.99],0.0307886229037528
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,DRAXIN,Draxin,Inverse variance weighted,38,1.10 [1.03-1.18],0.0054479396187807
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,SMOC2,SPARC-related modular calcium-binding protein 2,Inverse variance weighted,30,0.90 [0.84-0.97],0.0066862938976002
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,REG1B,Lithostathine-1-beta,Inverse variance weighted,26,1.09 [1.00-1.18],0.0410291470964015
