Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,0.95 [0.91-1.00],0.0483697774776871
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,55,0.97 [0.95-0.99],0.0022496529711124
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",C7,Complement component C7,Inverse variance weighted,60,1.04 [1.00-1.07],0.0243910909409207
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",ERBB2,Receptor tyrosine-protein kinase erbB-2,Inverse variance weighted,20,1.08 [1.00-1.16],0.0475659090470568
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",SLITRK2,SLIT and NTRK-like protein 2,Inverse variance weighted,12,1.15 [1.03-1.28],0.0117619504450032
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,0.76 [0.58-0.99],0.0451512195169438
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.07 [1.00-1.13],0.0380775595633288
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,33,1.08 [1.02-1.14],0.0142382852210682
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CXCL8,Interleukin-8,Inverse variance weighted,7,0.89 [0.80-0.99],0.0353189262273704
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CD302,CD302 antigen,Inverse variance weighted,17,0.90 [0.84-0.97],0.0037860829324322
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,0.97 [0.94-1.00],0.0470457414436589
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",FURIN,Furin,Inverse variance weighted,6,0.84 [0.73-0.97],0.0190682764751556
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,16,1.08 [1.01-1.17],0.0360454448822396
