Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACY1,Aminoacylase-1,Inverse variance weighted,11,1.71 [1.21-2.42],0.0022992467421322
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CD48,CD48 antigen,Inverse variance weighted,32,0.90 [0.81-1.00],0.0459512079442673
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CHCHD6,MICOS complex subunit MIC25,Inverse variance weighted,4,0.77 [0.60-1.00],0.0495842901979144
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,0.81 [0.68-0.97],0.023965768138896
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,0.82 [0.68-1.00],0.0448440824278252
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,SEMA7A,Semaphorin-7A,Inverse variance weighted,25,1.25 [1.02-1.52],0.0336223865403645
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.83 [0.72-0.97],0.0178803473956576
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,23,1.25 [1.04-1.50],0.0184140007767301
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,FCRL2,Fc receptor-like protein 2,Inverse variance weighted,66,0.86 [0.78-0.96],0.0060440084953715
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,0.74 [0.55-0.98],0.0372990301369459
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,1.15 [1.03-1.28],0.0152969116815818
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,76,0.94 [0.89-0.99],0.0182883371203119
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,PLXNB2,Plexin-B2,Inverse variance weighted,37,1.08 [1.01-1.17],0.0324699427522108
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CBLIF,Cobalamin binding intrinsic factor,Inverse variance weighted,59,1.14 [1.03-1.27],0.0149602531298069
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,30,0.81 [0.66-1.00],0.0473379949812458
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,GGH,Gamma-glutamyl hydrolase,Inverse variance weighted,39,0.87 [0.77-0.99],0.0287278250919799
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,PVR,Poliovirus receptor,Inverse variance weighted,32,1.13 [1.02-1.25],0.0153733825084393
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,SPON1,Spondin-1,Inverse variance weighted,25,1.30 [1.11-1.52],0.0012923148680324
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,19,0.74 [0.59-0.94],0.0148586853920317
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,PRSS8,Prostasin,Inverse variance weighted,19,1.31 [1.01-1.70],0.0414005890747594
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,HYAL1,Hyaluronidase-1,Inverse variance weighted,23,0.86 [0.74-1.00],0.0476580047705372
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,FBLN2,Fibulin-2,Inverse variance weighted,17,0.77 [0.63-0.93],0.0078876959914884
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,34,0.87 [0.77-0.98],0.0215417352601171
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,11,0.63 [0.47-0.85],0.0024004870783051
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,Inverse variance weighted,27,0.83 [0.70-0.99],0.0355723682722902
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,LGALS9,Galectin-9,Inverse variance weighted,39,0.83 [0.73-0.95],0.0078558709148524
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,LMNB2,Lamin-B2,Inverse variance weighted,9,0.56 [0.35-0.90],0.0169026362299665
