Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,32,0.89 [0.80-1.00],0.0490537042163793
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.80 [0.67-0.95],0.0111369597105927
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,CD28,T-cell-specific surface glycoprotein CD28,Inverse variance weighted,16,0.72 [0.59-0.89],0.0024120354337969
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,17,0.69 [0.50-0.96],0.0255076566949054
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,RETN,Resistin,Inverse variance weighted,28,0.89 [0.79-1.00],0.0439165134868831
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,SELE,E-selectin,Inverse variance weighted,24,0.86 [0.77-0.96],0.0072083686906697
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,NRP1,Neuropilin-1,Inverse variance weighted,26,0.83 [0.70-1.00],0.0441944896773168
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,EPHB6,Ephrin type-B receptor 6,Inverse variance weighted,11,0.83 [0.69-1.00],0.048981820793107
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,OGN,Mimecan,Inverse variance weighted,37,0.85 [0.75-0.96],0.0083359941957253
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,CDH15,Cadherin-15,Inverse variance weighted,22,0.83 [0.71-0.96],0.0150721217835414
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,0.87 [0.78-0.98],0.0184995237615661
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,PPY,Pancreatic prohormone,Inverse variance weighted,23,0.73 [0.58-0.92],0.0073428314398155
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,SIGLEC6,Sialic acid-binding Ig-like lectin 6,Inverse variance weighted,50,0.92 [0.86-1.00],0.0387311048763021
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,22,1.14 [1.01-1.29],0.0296623453372046
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.33 [1.02-1.74],0.0333501342830692
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,16,0.83 [0.70-0.99],0.0366851484218301
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,CCN5,CCN family member 5,Inverse variance weighted,12,0.81 [0.66-0.99],0.0418756397786959
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,11,0.60 [0.41-0.87],0.0074904941895332
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,SERPINF1,Pigment epithelium-derived factor,Inverse variance weighted,15,0.83 [0.70-0.99],0.0397416472495851
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.55 [1.08-2.23],0.0165458369637286
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,AMIGO2,Amphoterin-induced protein 2,Inverse variance weighted,26,0.75 [0.61-0.93],0.0091658605802967
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,CD70,CD70 antigen,Inverse variance weighted,39,0.90 [0.82-0.99],0.025180003313912
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,LGALS4,Galectin-4,Inverse variance weighted,19,0.85 [0.73-0.99],0.0309038813653973
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,XG,Glycoprotein Xg,Inverse variance weighted,2,0.32 [0.12-0.89],0.0282851374189762
