Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,MDK,Midkine,Inverse variance weighted,19,1.12 [1.04-1.22],0.004571957628532
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.08 [1.03-1.13],0.0006460587097513
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,1.11 [1.00-1.22],0.0408647533939847
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,COLEC12,Collectin-12,Inverse variance weighted,13,1.10 [1.02-1.18],0.0175365481866449
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,TFF2,Trefoil factor 2,Inverse variance weighted,16,1.08 [1.00-1.17],0.0458783555603231
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,31,1.04 [1.00-1.08],0.0444747130505051
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.06 [1.00-1.12],0.0352665440199556
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,GHR,Growth hormone receptor,Inverse variance weighted,70,0.96 [0.93-1.00],0.0251581141806177
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,1.13 [1.01-1.26],0.0301623784780567
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,24,0.93 [0.88-0.98],0.0065710937320442
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,1.06 [1.01-1.10],0.0132005356620363
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,1.11 [1.03-1.20],0.0055028366352251
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,FAM3C,Protein FAM3C,Inverse variance weighted,5,1.30 [1.09-1.54],0.0028884425228223
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CD46,Membrane cofactor protein,Inverse variance weighted,3,1.20 [1.02-1.40],0.0234234155898093
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,0.95 [0.92-0.99],0.0218231685261523
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,23,0.94 [0.88-1.00],0.0406705517950441
