Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.05 [1.01-1.08],0.0193803660202148
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CSTB,Cystatin-B,Inverse variance weighted,25,0.96 [0.92-1.00],0.0404279171052515
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.27 [1.03-1.56],0.0240495176325381
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,ALCAM,CD166 antigen,Inverse variance weighted,11,0.90 [0.83-0.98],0.0155833859783162
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IL12B,Interleukin-12 subunit beta,Inverse variance weighted,63,1.05 [1.02-1.09],0.0006496992523699
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,RETN,Resistin,Inverse variance weighted,28,0.96 [0.92-0.99],0.0174417398015741
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,1.09 [1.01-1.17],0.0322782603081664
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.39 [1.08-1.80],0.0116145204687202
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,ESM1,Endothelial cell-specific molecule 1,Inverse variance weighted,26,1.08 [1.01-1.15],0.0199612415014684
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,0.95 [0.91-1.00],0.0291995070858114
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,1.20 [1.00-1.43],0.0466756445171509
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,18,1.11 [1.03-1.20],0.009742130528273
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IL17C,Interleukin-17C,Inverse variance weighted,8,0.85 [0.73-0.99],0.0348716599590598
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CCN3,CCN family member 3,Inverse variance weighted,20,0.94 [0.89-1.00],0.043177276239365
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.95 [0.90-0.99],0.026337730006605
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.94 [0.90-0.99],0.01239271039326
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,NUCB2,Nucleobindin-2,Inverse variance weighted,28,1.05 [1.00-1.10],0.0370613592283342
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,PENK,Proenkephalin-A,Inverse variance weighted,21,1.08 [1.03-1.14],0.0014828418786774
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,ITGAV,Integrin alpha-V,Inverse variance weighted,14,0.84 [0.75-0.94],0.0015824312038109
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,34,0.95 [0.92-0.99],0.0217813957645
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,BCAM,Basal cell adhesion molecule,Inverse variance weighted,34,1.04 [1.01-1.08],0.0147213134109561
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.04 [1.01-1.07],0.0100989801313939
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.06 [1.01-1.10],0.0087532095814588
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CDH6,Cadherin-6,Inverse variance weighted,34,1.04 [1.01-1.08],0.0110486494084117
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IL6,Interleukin-6,Inverse variance weighted,6,1.12 [1.02-1.22],0.0139497208232695
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,1.13 [1.00-1.28],0.0472771636625013
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,0.96 [0.93-1.00],0.04657476893314
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CTSB,Cathepsin B,Inverse variance weighted,50,0.97 [0.94-1.00],0.0311950914075375
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,FGFBP1,Fibroblast growth factor-binding protein 1,Inverse variance weighted,17,0.89 [0.82-0.97],0.0049870950591578
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.06 [1.02-1.09],0.0005163740062281
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,CD163,Scavenger receptor cysteine-rich type 1 protein M130,Inverse variance weighted,38,1.11 [1.03-1.18],0.0031191117468546
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.86 [0.74-1.00],0.0497211001236843
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,LGALS4,Galectin-4,Inverse variance weighted,19,0.91 [0.86-0.97],0.0021105662197222
Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,STC1,Stanniocalcin-1,Inverse variance weighted,11,0.90 [0.82-0.99],0.0320979118360232
