Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CD302,CD302 antigen,Inverse variance weighted,17,0.92 [0.85-0.99],0.0270378830919128
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",EFNA1,Ephrin-A1,Inverse variance weighted,15,0.94 [0.89-1.00],0.0427284999717852
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,27,0.97 [0.94-0.99],0.0190586559721635
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.90 [0.82-1.00],0.0409438141794715
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",MDK,Midkine,Inverse variance weighted,19,1.07 [1.00-1.14],0.0491689147692348
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.25 [1.05-1.49],0.0136528940058923
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,1.12 [1.04-1.20],0.0015029268736789
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CLC,Galectin-10,Inverse variance weighted,15,1.52 [1.11-2.09],0.0096058676270368
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.05 [1.01-1.08],0.0074470239990859
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",LEP,Leptin,Inverse variance weighted,4,1.62 [1.18-2.22],0.002808327565734
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.48 [1.22-1.80],7.88576300699996e-05
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",MRC1,Macrophage mannose receptor 1,Inverse variance weighted,24,1.11 [1.04-1.18],0.0008062770893587
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.92 [0.89-0.96],0.0001595837445148
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",NUCB2,Nucleobindin-2,Inverse variance weighted,28,1.04 [1.00-1.08],0.0296621342736419
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",NTRK2,BDNF/NT-3 growth factors receptor,Inverse variance weighted,7,1.18 [1.03-1.34],0.015047595243089
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",GAST,Gastrin,Inverse variance weighted,9,1.09 [1.01-1.19],0.0346279713757516
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.87 [0.78-0.99],0.0284055687531543
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",IL6,Interleukin-6,Inverse variance weighted,6,1.14 [1.06-1.23],0.0003786663566817
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",OCLN,Occludin,Inverse variance weighted,3,0.90 [0.80-1.00],0.0478108500129225
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.06 [1.01-1.12],0.022782245943128
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CNTN1,Contactin-1,Inverse variance weighted,45,0.93 [0.89-0.96],0.0001674217940235
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,28,1.04 [1.00-1.08],0.0467415194227524
