Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter II Neoplasms,Lymphoid leukaemia,ALCAM,CD166 antigen,Inverse variance weighted,11,0.68 [0.47-1.00],0.0490093390529624
Chapter II Neoplasms,Lymphoid leukaemia,DGCR6,Protein DGCR6,Inverse variance weighted,2,0.33 [0.11-0.96],0.0412997401258807
Chapter II Neoplasms,Lymphoid leukaemia,LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,36,1.28 [1.11-1.49],0.0007189521365253
Chapter II Neoplasms,Lymphoid leukaemia,SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,21,0.79 [0.64-0.99],0.0372894747569428
Chapter II Neoplasms,Lymphoid leukaemia,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,15,1.56 [1.06-2.30],0.0225858002172854
Chapter II Neoplasms,Lymphoid leukaemia,CWC15,Spliceosome-associated protein CWC15 homolog,Wald ratio,1,7.52 [2.05-27.57],0.0023346601509267
Chapter II Neoplasms,Lymphoid leukaemia,ERI1,3'-5' exoribonuclease 1,Inverse variance weighted,2,2.26 [1.08-4.71],0.0304995238138926
Chapter II Neoplasms,Lymphoid leukaemia,NACC1,Nucleus accumbens-associated protein 1,Inverse variance weighted,2,0.35 [0.12-1.00],0.049273968256391
Chapter II Neoplasms,Lymphoid leukaemia,LSP1,Lymphocyte-specific protein 1,Inverse variance weighted,7,0.69 [0.48-0.99],0.0433617683873586
Chapter II Neoplasms,Lymphoid leukaemia,TNFSF8,Tumor necrosis factor ligand superfamily member 8,Inverse variance weighted,15,0.71 [0.55-0.93],0.0116651379941961
Chapter II Neoplasms,Lymphoid leukaemia,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,0.69 [0.49-0.97],0.0348114781291445
