Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.96 [0.92-1.00],0.0394577341077417
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PALM2,Paralemmin-2,Inverse variance weighted,9,0.86 [0.75-0.98],0.0274253927478539
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PYY,Peptide YY,Inverse variance weighted,16,1.10 [1.00-1.21],0.0408006455557231
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PGA4,Pepsin A-4,Inverse variance weighted,9,1.38 [1.05-1.81],0.0226385236571183
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LIFR,Leukemia inhibitory factor receptor,Inverse variance weighted,12,1.18 [1.03-1.35],0.0173455769205914
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,0.90 [0.83-0.99],0.0294323377226282
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,0.90 [0.82-0.97],0.0094120220153908
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LGALS4,Galectin-4,Inverse variance weighted,19,1.13 [1.03-1.25],0.0142324033535335
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.08 [1.00-1.17],0.0435691340158438
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,OCLN,Occludin,Inverse variance weighted,3,1.30 [1.05-1.62],0.016740498535536
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SELE,E-selectin,Inverse variance weighted,24,1.10 [1.04-1.17],0.0016323012056895
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,1.06 [1.01-1.12],0.0179727017559894
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.07 [1.01-1.13],0.0318572028028322
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.85 [0.77-0.93],0.0010073598862495
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD302,CD302 antigen,Inverse variance weighted,17,0.89 [0.82-0.98],0.013338804021037
