Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,0.92 [0.85-1.00],0.0437922561903433
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,CPM,Carboxypeptidase M,Inverse variance weighted,23,0.93 [0.88-0.99],0.0326523769206793
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,NTRK3,NT-3 growth factor receptor,Inverse variance weighted,15,0.93 [0.87-0.99],0.0276471013172593
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.03 [1.00-1.05],0.0420324776446851
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.10 [1.03-1.18],0.0052551576160129
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.06 [1.01-1.11],0.0274327553638396
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,FAM3D,Protein FAM3D,Inverse variance weighted,56,1.05 [1.02-1.08],0.0026629435235221
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.45 [1.10-1.93],0.0094942553432121
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,CCN3,CCN family member 3,Inverse variance weighted,20,1.06 [1.01-1.12],0.0217886627471273
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,IL19,Interleukin-19,Inverse variance weighted,21,0.93 [0.89-0.97],0.0013928432272106
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,AGR2,Anterior gradient protein 2 homolog,Inverse variance weighted,3,1.16 [1.02-1.31],0.023829218196789
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,OGFR,Opioid growth factor receptor,Inverse variance weighted,2,0.75 [0.60-0.95],0.0155225755655672
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,CTSS,Cathepsin S,Inverse variance weighted,30,0.96 [0.93-1.00],0.0273408283367086
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.06 [1.01-1.11],0.0152464994516294
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,0.88 [0.79-0.97],0.0125007869382395
Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.90 [0.84-0.97],0.0049046349083921
