Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,CALCB,Calcitonin gene-related peptide 2,Inverse variance weighted,9,3.08 [1.12-8.45],0.0292467170338652
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,PGF,Placenta growth factor,Inverse variance weighted,8,4.65 [1.36-15.95],0.0144965204376329
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,ESAM,Endothelial cell-selective adhesion molecule,Inverse variance weighted,5,2.60 [1.00-6.73],0.0494937304638605
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,2.72 [1.21-6.15],0.0158175247973994
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,EPO,Erythropoietin,Inverse variance weighted,14,0.43 [0.23-0.82],0.0097127976475334
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,27,1.32 [1.04-1.67],0.0216319237302864
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,CST7,Cystatin-F,Inverse variance weighted,81,1.28 [1.02-1.59],0.030747609115079
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,S100A12,Protein S100-A12,Inverse variance weighted,7,2.06 [1.06-3.99],0.0319754387050381
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.09 [0.01-0.61],0.0142055083124085
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,CD163,Scavenger receptor cysteine-rich type 1 protein M130,Inverse variance weighted,38,2.15 [1.22-3.78],0.0077099853554871
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,31,0.81 [0.67-0.98],0.0311556807014969
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.68 [1.12-2.54],0.0131856246731901
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,1.86 [1.01-3.43],0.0455474784020682
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,ITGAV,Integrin alpha-V,Inverse variance weighted,14,3.02 [1.31-6.95],0.009528374671544
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,DPP7,Dipeptidyl peptidase 2,Inverse variance weighted,15,0.66 [0.47-0.94],0.0202148040422524
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,SNCG,Gamma-synuclein,Inverse variance weighted,49,1.36 [1.05-1.75],0.0206006852261371
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,RTBDN,Retbindin,Inverse variance weighted,5,2.53 [1.04-6.15],0.0409570175043548
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.43 [0.20-0.93],0.0325042189014875
Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,IGF2R,Cation-independent mannose-6-phosphate receptor,Inverse variance weighted,37,0.68 [0.46-0.99],0.0466621352636562
