Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,46,0.92 [0.87-0.97],0.0031610716692628
Chapter IX Diseases of the circulatory system,Venous thromboembolism,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.35 [1.11-1.65],0.0033367623689165
Chapter IX Diseases of the circulatory system,Venous thromboembolism,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.16 [1.01-1.32],0.0304011511964209
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.08 [1.02-1.15],0.0125336167040255
Chapter IX Diseases of the circulatory system,Venous thromboembolism,BSG,Basigin,Inverse variance weighted,8,1.16 [1.02-1.33],0.0280690300718767
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SPON2,Spondin-2,Inverse variance weighted,8,1.09 [1.01-1.18],0.0266792145707494
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SPON1,Spondin-1,Inverse variance weighted,25,0.94 [0.89-1.00],0.0489206474699077
Chapter IX Diseases of the circulatory system,Venous thromboembolism,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.89 [0.80-0.99],0.0286716165635912
Chapter IX Diseases of the circulatory system,Venous thromboembolism,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,Inverse variance weighted,5,0.81 [0.68-0.96],0.0171888442966197
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,20,1.09 [1.02-1.16],0.0098625080009117
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.93 [0.87-0.99],0.0323310252988157
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SUSD5,Sushi domain-containing protein 5,Inverse variance weighted,28,1.04 [1.00-1.07],0.039992403978655
Chapter IX Diseases of the circulatory system,Venous thromboembolism,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,20,1.09 [1.02-1.18],0.0179161247046059
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TNC,Tenascin,Inverse variance weighted,57,1.05 [1.00-1.09],0.0299515358028788
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,0.95 [0.91-1.00],0.0414857248989109
Chapter IX Diseases of the circulatory system,Venous thromboembolism,THBD,Thrombomodulin,Inverse variance weighted,16,1.26 [1.10-1.43],0.0006936565634828
Chapter IX Diseases of the circulatory system,Venous thromboembolism,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,16,1.09 [1.01-1.17],0.0343264020395146
Chapter IX Diseases of the circulatory system,Venous thromboembolism,VWF,von Willebrand factor,Inverse variance weighted,8,1.55 [1.25-1.91],4.72044933368811e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,OGN,Mimecan,Inverse variance weighted,37,0.91 [0.88-0.96],7.25100834649063e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,0.95 [0.91-1.00],0.0471115144640027
Chapter IX Diseases of the circulatory system,Venous thromboembolism,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,19,1.07 [1.00-1.14],0.0365399555261906
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,1.60 [1.24-2.08],0.0003628762572045
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,32,0.95 [0.91-0.99],0.02103456764797
