Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,0.96 [0.93-1.00],0.0366574630055016
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.17 [1.01-1.34],0.0309675040981362
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PI3,Elafin,Inverse variance weighted,20,0.95 [0.91-0.99],0.0198281213790698
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IL19,Interleukin-19,Inverse variance weighted,21,0.93 [0.89-0.97],0.0009481752213627
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.95 [0.91-1.00],0.0324384177879875
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CNTN1,Contactin-1,Inverse variance weighted,45,0.97 [0.93-1.00],0.0460906284787771
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.02 [1.00-1.04],0.0247574640322355
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IGDCC4,Immunoglobulin superfamily DCC subclass member 4,Inverse variance weighted,25,0.95 [0.92-0.99],0.0269770148308075
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,0.96 [0.93-1.00],0.0334698879507828
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CGREF1,Cell growth regulator with EF hand domain protein 1,Inverse variance weighted,54,1.04 [1.01-1.07],0.0077971567270519
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CCN3,CCN family member 3,Inverse variance weighted,20,1.05 [1.00-1.09],0.0492804973649306
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,1.05 [1.00-1.10],0.0388065526930156
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,16,0.92 [0.87-0.98],0.0122731107064496
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.30 [1.02-1.65],0.0368508961533551
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.03 [1.00-1.05],0.0288876768938108
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,COLEC12,Collectin-12,Inverse variance weighted,13,1.07 [1.01-1.13],0.0301530423334978
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PHLDB1,Pleckstrin homology-like domain family B member 1,Inverse variance weighted,3,1.25 [1.03-1.52],0.0274148452521294
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Inverse variance weighted,40,0.98 [0.95-1.00],0.0274593783197775
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CD4,T-cell surface glycoprotein CD4,Inverse variance weighted,13,1.06 [1.02-1.11],0.0021570151262795
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PRG2,Bone marrow proteoglycan,Inverse variance weighted,40,0.97 [0.93-1.00],0.036845407202199
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.05 [1.01-1.09],0.0134999408469289
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,18,1.12 [1.04-1.20],0.002509229775454
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,BSG,Basigin,Inverse variance weighted,8,1.10 [1.02-1.19],0.0198506241712759
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CDNF,Cerebral dopamine neurotrophic factor,Inverse variance weighted,15,1.03 [1.00-1.06],0.029205553662513
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.98 [0.97-1.00],0.0425657383591292
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,Inverse variance weighted,4,1.14 [1.02-1.27],0.0218642055376114
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CCL25,C-C motif chemokine 25,Inverse variance weighted,49,1.04 [1.01-1.06],0.0082178190497524
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ITGA5,Integrin alpha-5,Inverse variance weighted,19,1.07 [1.01-1.14],0.0310451318095679
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.06 [1.01-1.10],0.0178347935646696
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.06 [1.00-1.13],0.0413576405425005
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CLEC14A,C-type lectin domain family 14 member A,Inverse variance weighted,4,0.85 [0.77-0.94],0.0021521203846238
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,MSLN,Mesothelin,Inverse variance weighted,36,1.03 [1.01-1.06],0.015222447698886
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,0.95 [0.91-1.00],0.0489234028773852
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PALM2,Paralemmin-2,Inverse variance weighted,9,0.93 [0.87-0.98],0.0114395535484662
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CLGN,Calmegin,Inverse variance weighted,22,0.97 [0.95-1.00],0.049387481143861
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CTSS,Cathepsin S,Inverse variance weighted,30,0.97 [0.94-1.00],0.0281322556005241
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CPM,Carboxypeptidase M,Inverse variance weighted,23,0.94 [0.88-1.00],0.0468685198731904
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NTRK3,NT-3 growth factor receptor,Inverse variance weighted,15,0.93 [0.89-0.98],0.0037053325696103
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,1.02 [1.00-1.04],0.0315720450394352
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.11 [1.00-1.23],0.045104307979302
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.96 [0.93-1.00],0.0310185090883043
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,FAM3D,Protein FAM3D,Inverse variance weighted,56,1.04 [1.01-1.07],0.0044680418501972
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CCL22,C-C motif chemokine 22,Inverse variance weighted,13,0.93 [0.87-0.99],0.0195110942333598
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CDH1,Cadherin-1,Inverse variance weighted,17,1.10 [1.05-1.15],2.00463184918488e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.03 [1.00-1.06],0.0477474943182389
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LGALS4,Galectin-4,Inverse variance weighted,19,0.96 [0.92-0.99],0.0127085847081526
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,EFHD1,EF-hand domain-containing protein D1,Inverse variance weighted,10,0.92 [0.86-0.98],0.0088003292703555
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANXA10,Annexin A10,Wald ratio,1,1.46 [1.09-1.95],0.0100460450549481
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TCN2,Transcobalamin-2,Inverse variance weighted,66,1.02 [1.01-1.04],0.0050588625172136
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.15 [1.06-1.24],0.0004565539964057
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,MFAP5,Microfibrillar-associated protein 5,Inverse variance weighted,2,1.23 [1.03-1.48],0.0236437324648436
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.95 [0.91-1.00],0.0421094744570565
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,DSC2,Desmocollin-2,Inverse variance weighted,16,0.95 [0.91-1.00],0.046882529129917
