Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.22 [1.03-1.44],0.0221215993899307
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.14 [1.05-1.24],0.0023390106641312
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.27 [1.02-1.57],0.0338897423288277
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.89 [0.80-0.98],0.0241457581465129
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,IL15,Interleukin-15,Inverse variance weighted,35,0.93 [0.87-1.00],0.0364979984596228
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.25 [1.01-1.54],0.0401841876182531
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,LMNB2,Lamin-B2,Inverse variance weighted,9,1.21 [1.04-1.40],0.0121567214799284
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.95 [0.92-0.98],0.0007371880238167
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.21 [1.05-1.40],0.0107133968801805
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.21 [1.01-1.46],0.0424696041258668
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.88 [0.79-0.99],0.0328090716122915
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.74 [0.57-0.97],0.0297325489648143
