Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.32 [1.07-1.63],0.0107980043754762
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,FBLN2,Fibulin-2,Inverse variance weighted,17,1.25 [1.05-1.51],0.0147963711033091
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,NRCAM,Neuronal cell adhesion molecule,Inverse variance weighted,26,1.19 [1.00-1.42],0.048166416044889
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,RARRES2,Retinoic acid receptor responder protein 2,Inverse variance weighted,4,1.54 [1.03-2.31],0.0350337916380012
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,Inverse variance weighted,48,1.16 [1.02-1.33],0.027235807813693
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,24,0.78 [0.66-0.92],0.0027381370039648
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.79 [0.66-0.94],0.0094966672131032
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,TFF2,Trefoil factor 2,Inverse variance weighted,16,1.39 [1.03-1.87],0.0337972539946409
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,43,0.90 [0.82-1.00],0.0440719059715424
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,MMP3,Stromelysin-1,Inverse variance weighted,35,1.24 [1.05-1.46],0.0111886009419933
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,SLAMF8,SLAM family member 8,Inverse variance weighted,28,1.13 [1.05-1.22],0.0013954594479824
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CD276,CD276 antigen,Inverse variance weighted,47,1.18 [1.05-1.31],0.0041485645800273
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CCN3,CCN family member 3,Inverse variance weighted,20,0.78 [0.61-1.00],0.0470216657794743
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,42,0.87 [0.77-0.98],0.023222048098301
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,13,0.61 [0.42-0.90],0.0120514056434933
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,0.87 [0.77-0.99],0.0307814893173701
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,XG,Glycoprotein Xg,Inverse variance weighted,2,0.23 [0.07-0.78],0.0184366631444263
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ITGA11,Integrin alpha-11,Inverse variance weighted,16,1.27 [1.03-1.56],0.0266777175510815
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.21 [0.06-0.75],0.015970047333224
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,1.72 [1.29-2.30],0.0002559260779457
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,LIFR,Leukemia inhibitory factor receptor,Inverse variance weighted,12,0.66 [0.51-0.87],0.0026601307076491
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,21,1.30 [1.05-1.61],0.0141484758952707
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,Inverse variance weighted,52,1.24 [1.07-1.44],0.0048378001202944
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,0.57 [0.39-0.85],0.0058534797903372
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,20,0.89 [0.80-1.00],0.0478381544540391
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,1.36 [1.09-1.71],0.0074680150012983
