Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,All influenza,PSAP,Prosaposin,Inverse variance weighted,13,0.87 [0.77-0.99],0.0297008844420196
Chapter X Diseases of the respiratory system,All influenza,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,1.11 [1.05-1.18],0.000297135347839
Chapter X Diseases of the respiratory system,All influenza,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.20 [1.02-1.41],0.0303938566802515
Chapter X Diseases of the respiratory system,All influenza,ADA2,Adenosine deaminase 2,Inverse variance weighted,18,1.12 [1.03-1.22],0.0111343592388125
Chapter X Diseases of the respiratory system,All influenza,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.29 [1.01-1.65],0.0405326382949074
Chapter X Diseases of the respiratory system,All influenza,REG1A,Lithostathine-1-alpha,Inverse variance weighted,26,0.90 [0.84-0.97],0.0034680385693215
Chapter X Diseases of the respiratory system,All influenza,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.09 [1.01-1.17],0.0280343737479659
Chapter X Diseases of the respiratory system,All influenza,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.21 [1.10-1.33],0.000161291007867
Chapter X Diseases of the respiratory system,All influenza,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,1.06 [1.01-1.11],0.0112173836918133
Chapter X Diseases of the respiratory system,All influenza,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.09 [1.02-1.15],0.0069874449050344
Chapter X Diseases of the respiratory system,All influenza,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.18 [1.02-1.37],0.0223689917285467
Chapter X Diseases of the respiratory system,All influenza,DLL1,Delta-like protein 1,Inverse variance weighted,13,1.22 [1.05-1.42],0.008302949373527
Chapter X Diseases of the respiratory system,All influenza,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,1.11 [1.02-1.21],0.0200417315128105
Chapter X Diseases of the respiratory system,All influenza,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,0.91 [0.85-0.97],0.0046000247401064
Chapter X Diseases of the respiratory system,All influenza,TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.23 [1.05-1.44],0.010943824659265
Chapter X Diseases of the respiratory system,All influenza,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.91 [0.84-0.99],0.0297224614463556
Chapter X Diseases of the respiratory system,All influenza,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,19,0.86 [0.77-0.96],0.008266548073614
Chapter X Diseases of the respiratory system,All influenza,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,28,1.08 [1.01-1.16],0.027445045936899
Chapter X Diseases of the respiratory system,All influenza,THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,10,1.07 [1.00-1.14],0.0449071436149265
Chapter X Diseases of the respiratory system,All influenza,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,0.93 [0.88-0.99],0.0264691719172059
Chapter X Diseases of the respiratory system,All influenza,SPON2,Spondin-2,Inverse variance weighted,8,1.17 [1.04-1.33],0.0112511814327216
Chapter X Diseases of the respiratory system,All influenza,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,0.85 [0.74-0.98],0.0254641700956137
Chapter X Diseases of the respiratory system,All influenza,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.08 [1.00-1.16],0.0459425188091872
Chapter X Diseases of the respiratory system,All influenza,CD300LF,CMRF35-like molecule 1,Inverse variance weighted,35,0.95 [0.91-0.99],0.0137161677927159
Chapter X Diseases of the respiratory system,All influenza,CD83,CD83 antigen,Inverse variance weighted,19,0.89 [0.80-1.00],0.0486148845660682
Chapter X Diseases of the respiratory system,All influenza,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,0.80 [0.64-1.00],0.0472692542228477
