Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,2.95 [1.15-7.55],0.0244731610906193
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,34,0.65 [0.48-0.88],0.005134150437801
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,0.68 [0.47-0.98],0.039820066616594
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,0.61 [0.41-0.90],0.0121414122778304
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LMNB2,Lamin-B2,Inverse variance weighted,9,5.61 [1.05-29.83],0.0431790368135035
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.61 [0.39-0.96],0.0305958915968116
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,1.30 [1.00-1.70],0.0494352360898464
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,Inverse variance weighted,2,22.23 [1.21-408.50],0.0367793535855186
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.45 [1.05-2.01],0.0222970304174073
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",OCLN,Occludin,Inverse variance weighted,3,0.26 [0.07-0.97],0.0450016631767779
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,10.96 [2.16-55.74],0.0039001390832583
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,0.77 [0.60-0.99],0.0392550613062459
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,2.75 [1.02-7.40],0.0453633102768053
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PROS1,Vitamin K-dependent protein S,Inverse variance weighted,23,0.25 [0.11-0.56],0.0007850759981554
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PRTG,Protogenin,Inverse variance weighted,34,1.43 [1.07-1.92],0.0145333831936425
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.49 [1.04-2.14],0.0292830320690992
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LAG3,Lymphocyte activation gene 3 protein,Inverse variance weighted,15,0.43 [0.20-0.92],0.030483127564175
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",VCAN,Versican core protein,Inverse variance weighted,58,0.69 [0.52-0.92],0.0100315323895681
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CCL3,C-C motif chemokine 3,Inverse variance weighted,15,0.59 [0.35-0.98],0.0400455695854806
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.55 [1.00-2.39],0.0475306837292651
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",C7,Complement component C7,Inverse variance weighted,60,1.43 [1.18-1.73],0.0002234327521347
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PROC,Vitamin K-dependent protein C,Inverse variance weighted,44,1.56 [1.19-2.05],0.0011372962916025
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TIMP2,Metalloproteinase inhibitor 2,Inverse variance weighted,3,6.75 [1.35-33.77],0.0200466178715498
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,1.93 [1.10-3.39],0.0228440019182861
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,2.62 [1.19-5.76],0.0171082410576954
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CX3CL1,Fractalkine,Inverse variance weighted,23,1.96 [1.08-3.55],0.0263164350693227
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD302,CD302 antigen,Inverse variance weighted,17,0.58 [0.34-0.99],0.0440338706528312
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",GIPC2,PDZ domain-containing protein GIPC2,Inverse variance weighted,16,2.03 [1.12-3.68],0.0196384782911306
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",AGRN,Agrin,Inverse variance weighted,31,1.98 [1.22-3.21],0.0059558967194969
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",NPL,N-acetylneuraminate lyase,Inverse variance weighted,16,2.19 [1.19-4.02],0.0116714109824656
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD1C,T-cell surface glycoprotein CD1c,Inverse variance weighted,31,1.87 [1.04-3.37],0.0367390486894319
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IL6,Interleukin-6,Inverse variance weighted,6,2.23 [1.01-4.93],0.0485180960327155
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",GDNF,Glial cell line-derived neurotrophic factor,Inverse variance weighted,15,1.93 [1.16-3.20],0.0112726654235968
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,Inverse variance weighted,20,2.09 [1.29-3.39],0.0029314927259652
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",EFHD1,EF-hand domain-containing protein D1,Inverse variance weighted,10,0.31 [0.11-0.86],0.0237192162243965
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",Inverse variance weighted,9,2.95 [1.25-6.97],0.0137810362487695
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.47 [0.29-0.77],0.0024964391810251
