Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,APOC1,Apolipoprotein C-I,Inverse variance weighted,18,0.88 [0.78-0.99],0.0410632601279695
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,13,0.73 [0.61-0.88],0.0006226648727696
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,RSPO3,R-spondin-3,Inverse variance weighted,11,0.84 [0.74-0.96],0.0129088593325312
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.75 [0.61-0.93],0.007375162265814
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.83 [0.70-0.97],0.0213679690642306
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.88 [0.79-0.98],0.0180109113760709
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,19,1.12 [1.01-1.23],0.0286661202985979
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.94 [0.90-0.99],0.0113075921562969
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,OGN,Mimecan,Inverse variance weighted,37,0.93 [0.87-1.00],0.0373119170063474
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,CKB,Creatine kinase B-type,Inverse variance weighted,11,0.77 [0.63-0.93],0.0059657440006362
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.79 [0.69-0.90],0.0003523612115679
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,IL15,Interleukin-15,Inverse variance weighted,35,0.86 [0.77-0.97],0.0101111827455811
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,APCS,Serum amyloid P-component,Inverse variance weighted,7,1.19 [1.03-1.37],0.0168061100687907
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.08 [1.02-1.14],0.0060272850999921
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.30 [1.12-1.51],0.000600397362635
