Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.63 [0.41-0.97],0.0363461178809889
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.71 [0.58-0.87],0.001097381027937
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.36 [0.19-0.69],0.0022362070322558
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CCL7,C-C motif chemokine 7,Inverse variance weighted,14,0.49 [0.30-0.81],0.0050341296742548
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,3.89 [1.13-13.35],0.0310633612273283
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CX3CL1,Fractalkine,Inverse variance weighted,23,1.78 [1.20-2.64],0.0044612618885311
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CST3,Cystatin-C,Inverse variance weighted,13,0.68 [0.49-0.93],0.0176580334237373
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,LMNB2,Lamin-B2,Inverse variance weighted,9,0.43 [0.20-0.94],0.034309192764728
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,31,1.22 [1.09-1.37],0.0007268552344663
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,1.18 [1.02-1.37],0.0253106715162215
