Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,NECTIN2,Nectin-2,Inverse variance weighted,8,1.20 [1.04-1.38],0.0125082733544625
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.81 [0.68-0.96],0.01822213501837
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.90 [0.81-1.00],0.0415123134311487
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,GIPC2,PDZ domain-containing protein GIPC2,Inverse variance weighted,16,0.84 [0.73-0.97],0.0142557415972315
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.94 [0.89-0.99],0.0148106100289393
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.18 [1.00-1.39],0.0435048053679391
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,CLEC14A,C-type lectin domain family 14 member A,Inverse variance weighted,4,0.62 [0.43-0.89],0.0088394477634918
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.38 [0.16-0.91],0.0289454195886154
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,0.91 [0.83-0.99],0.0234858724978494
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.13 [1.02-1.25],0.0170542640495448
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.24 [1.00-1.53],0.0485783553913006
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,1.09 [1.01-1.18],0.0278770431326058
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,1.18 [1.03-1.34],0.0152925857280903
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.90 [0.81-0.99],0.0245960423143613
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,REG1A,Lithostathine-1-alpha,Inverse variance weighted,26,1.16 [1.04-1.30],0.0090939958086373
Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.80 [0.70-0.92],0.0012059679793906
