Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,24446,198,1.49 [1.25-1.76],5.007262723872857e-06
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,18699,777,1.32 [1.20-1.44],1.934741118948874e-09
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,20695,2862,1.18 [1.12-1.24],9.242094253466303e-10
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21730,2109,1.15 [1.08-1.22],3.7760912577674073e-06
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Hypertension,21752,2131,1.15 [1.09-1.22],2.9407223605344616e-06
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26390,748,1.29 [1.18-1.41],5.0693829656819535e-08
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26123,493,1.29 [1.15-1.44],8.94190824659298e-06
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,17046,284,1.49 [1.29-1.72],8.222205334427699e-08
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,"Heart failure, strict",27242,105,1.83 [1.46-2.31],2.476071842972253e-07
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22840,2144,1.16 [1.09-1.22],3.118250706258123e-07
VWF,von Willebrand factor,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,19791,4486,1.11 [1.07-1.16],1.0923751354048693e-06
VWF,von Willebrand factor,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,27263,223,1.53 [1.31-1.80],1.5564418643896545e-07
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,25766,44,2.26 [1.63-3.14],1.1575114259630625e-06
