Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,A1BG,Alpha-1B-glycoprotein,14564,85,0.65 [0.20-2.11],0.4758862710595171
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AAMDC,Mth938 domain-containing protein,14188,84,1.19 [0.81-1.75],0.3733980536917131
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AARSD1,Alanyl-tRNA editing protein Aarsd1,16580,104,1.29 [0.96-1.74],0.0919984221677066
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ABCA2,ATP-binding cassette sub-family A member 2,14086,83,0.71 [0.38-1.33],0.2886248457576467
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ABHD14B,Protein ABHD14B,16504,100,1.25 [0.92-1.68],0.1486432537746734
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ABL1,Tyrosine-protein kinase ABL1,16580,104,1.31 [1.03-1.66],0.0261777254857181
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ABO,Histo-blood group ABO system transferase,14550,86,0.99 [0.86-1.14],0.8765302150937735
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ABRAXAS2,BRISC complex subunit Abraxas 2,14086,83,1.16 [0.85-1.59],0.342767218513664
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",16270,99,1.13 [0.91-1.40],0.2803345410835085
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",14262,85,1.12 [0.87-1.45],0.3842531776190373
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",14543,86,1.02 [0.81-1.28],0.8927662720103318
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACAN,Aggrecan core protein,16522,102,1.33 [0.70-2.52],0.3823181001643216
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACE,Angiotensin-converting enzyme,14550,86,0.92 [0.40-2.11],0.8489408296885719
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACE2,Angiotensin-converting enzyme 2,16377,101,1.50 [1.07-2.10],0.0185103194405966
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACHE,Acetylcholinesterase,14234,83,0.90 [0.46-1.77],0.7612238172456618
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACOT13,Acyl-coenzyme A thioesterase 13,14455,84,1.11 [0.92-1.34],0.2875646049590372
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,16658,102,1.12 [0.79-1.58],0.5151297294517321
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACP1,Low molecular weight phosphotyrosine protein phosphatase,14126,84,0.96 [0.60-1.55],0.8717289170543406
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACP5,Tartrate-resistant acid phosphatase type 5,16733,104,0.73 [0.41-1.29],0.2787281886380979
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACP6,Lysophosphatidic acid phosphatase type 6,16782,105,1.15 [0.87-1.51],0.3328529892282518
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACRBP,Acrosin-binding protein,14441,83,1.19 [0.70-2.02],0.5311874965625468
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACRV1,Acrosomal protein SP-10,14126,84,1.32 [0.74-2.32],0.3450667068010224
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACSL1,Long-chain-fatty-acid--CoA ligase 1,14086,83,0.92 [0.51-1.63],0.7635437961454272
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACTA2,"Actin, aortic smooth muscle",16377,101,1.44 [1.06-1.94],0.0187516684939208
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACTN2,Alpha-actinin-2,14086,83,1.34 [0.95-1.90],0.0938287114668178
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACTN4,Alpha-actinin-4,16366,100,0.84 [0.45-1.54],0.5663797254321777
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACVRL1,Serine/threonine-protein kinase receptor R3,16543,102,2.30 [1.08-4.92],0.0312337421846457
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACY1,Aminoacylase-1,16658,102,1.03 [0.76-1.38],0.8709395441044635
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,14086,83,1.61 [1.14-2.28],0.0075106042707151
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ACYP1,Acylphosphatase-1,14173,82,1.11 [0.80-1.52],0.5345713026536102
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADA,Adenosine deaminase,16833,105,0.95 [0.57-1.58],0.8432311709222626
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADA2,Adenosine deaminase 2,16528,103,1.60 [1.07-2.41],0.0235624995602543
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,14126,84,1.31 [0.79-2.19],0.2963663330960722
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,16377,101,1.20 [0.67-2.16],0.5327158816783926
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,16567,102,1.15 [0.68-1.95],0.6008930879318921
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,16833,105,1.04 [0.63-1.73],0.8671473006216116
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,16796,104,1.28 [0.68-2.40],0.4381875860959118
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,14455,84,1.12 [0.54-2.34],0.7603353863353485
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,14126,84,1.59 [0.95-2.68],0.0794572276270049
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,16866,104,0.62 [0.29-1.32],0.2163381023453858
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,16580,104,1.14 [0.75-1.72],0.5390017569165244
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,16377,101,0.77 [0.40-1.50],0.4417247330921967
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,14126,84,1.43 [0.83-2.46],0.1929824919349529
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,16712,103,0.80 [0.54-1.18],0.2607207159545001
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTSL2,ADAMTS-like protein 2,14549,86,1.75 [0.90-3.40],0.100906611478811
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTSL4,ADAMTS-like protein 4,14188,84,1.89 [0.78-4.56],0.1587086221861486
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADAMTSL5,ADAMTS-like protein 5,14543,86,0.73 [0.43-1.23],0.233612958455178
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,16270,99,1.12 [0.76-1.65],0.5787877525009655
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADD1,Alpha-adducin,14234,83,0.95 [0.70-1.29],0.7358752203022585
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRB3,Adhesion G protein-coupled receptor B3,16543,102,1.50 [0.88-2.53],0.1342783560288304
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRD1,Adhesion G-protein coupled receptor D1,14234,83,1.29 [0.72-2.29],0.387977413403243
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRE1,Adhesion G protein-coupled receptor E1,14455,84,1.27 [0.88-1.85],0.2056141956949591
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRE2,Adhesion G protein-coupled receptor E2,16746,104,1.54 [0.83-2.84],0.1691065746625719
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRE5,Adhesion G protein-coupled receptor E5,16771,103,1.10 [0.61-2.00],0.7516165840022855
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRF5,Adhesion G protein-coupled receptor F5,14543,86,0.94 [0.47-1.89],0.8719344263989879
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRG1,Adhesion G-protein coupled receptor G1,16580,104,1.25 [0.93-1.66],0.1367101269552998
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRG2,Adhesion G-protein coupled receptor G2,16658,102,0.63 [0.32-1.23],0.1759059936711281
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADGRV1,Adhesion G-protein coupled receptor V1,14098,86,0.85 [0.60-1.19],0.3343830108703607
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADH1B,All-trans-retinol dehydrogenase,14234,83,0.73 [0.53-1.02],0.0631063535626425
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,16377,101,0.91 [0.73-1.13],0.3766070464226555
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADIPOQ,Adiponectin,14564,85,1.13 [0.82-1.56],0.4552001463031987
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADM,Pro-adrenomedullin,16804,105,3.79 [1.89-7.58],0.000171666427339
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ADRA2A,Alpha-2A adrenergic receptor,14086,83,0.91 [0.67-1.25],0.574372231442302
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AFAP1,Actin filament-associated protein 1,14234,83,1.11 [0.88-1.41],0.3855841589102201
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AFM,Afamin,14564,85,0.24 [0.08-0.71],0.0099929519342564
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AFP,Alpha-fetoprotein,16519,102,0.89 [0.69-1.16],0.4001988945065294
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGBL2,Cytosolic carboxypeptidase 2,14098,86,0.83 [0.69-1.01],0.0658377201098553
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGER,Advanced glycosylation end product-specific receptor,16629,103,1.00 [0.64-1.56],0.9969040438839732
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGR2,Anterior gradient protein 2 homolog,16132,99,1.25 [1.05-1.48],0.01128039001566
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGR3,Anterior gradient protein 3,16245,99,1.06 [0.78-1.43],0.7124612729067407
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGRN,Agrin,16746,104,2.05 [1.21-3.48],0.0077100923809736
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGRP,Agouti-related protein,16833,105,0.85 [0.62-1.18],0.3387334434611334
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGT,Angiotensinogen,14550,86,0.95 [0.41-2.23],0.9147751242295156
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AGXT,Serine--pyruvate aminotransferase,16658,102,1.02 [0.80-1.28],0.8996654759760443
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHCY,Adenosylhomocysteinase,16658,102,1.28 [1.00-1.64],0.0514199232215783
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHNAK,Neuroblast differentiation-associated protein AHNAK,14188,84,0.97 [0.49-1.92],0.9318604894728048
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHNAK2,Protein AHNAK2,14188,84,1.60 [0.83-3.09],0.1648719473288364
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,14441,83,1.02 [0.76-1.38],0.8747180327337234
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHSG,Alpha-2-HS-glycoprotein,14550,86,0.90 [0.44-1.85],0.7733480047684536
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AHSP,Alpha-hemoglobin-stabilizing protein,16641,104,1.11 [0.91-1.34],0.3064158414870217
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AIDA,"Axin interactor, dorsalization-associated protein",14141,84,1.01 [0.79-1.28],0.9531085713451738
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AIF1,Allograft inflammatory factor 1,16270,99,0.89 [0.63-1.25],0.4978798120979277
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AIF1L,Allograft inflammatory factor 1-like,14188,84,0.58 [0.35-0.98],0.0403478598039617
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",16552,104,1.11 [0.94-1.31],0.2147962049374563
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AK1,Adenylate kinase isoenzyme 1,16658,102,1.21 [0.93-1.57],0.1514988086981286
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AK2,"Adenylate kinase 2, mitochondrial",14518,88,1.07 [0.88-1.29],0.5185408558019403
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,AKAP12,A-kinase anchor protein 12,14234,83,0.50 [0.17-1.47],0.2107618376574723
