Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",A1BG,Alpha-1B-glycoprotein,23604,86,1.25 [0.38-4.07],0.7119341282761007
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",AAMDC,Mth938 domain-containing protein,22951,85,0.94 [0.63-1.39],0.7538702805743298
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",AARSD1,Alanyl-tRNA editing protein Aarsd1,26896,94,1.36 [0.99-1.86],0.054077245036213
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ABCA2,ATP-binding cassette sub-family A member 2,22821,82,1.09 [0.62-1.92],0.7599734480371967
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ABHD14B,Protein ABHD14B,26744,96,1.07 [0.78-1.45],0.6867502355840138
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ABL1,Tyrosine-protein kinase ABL1,26896,94,1.07 [0.82-1.39],0.6240980237628431
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ABO,Histo-blood group ABO system transferase,23569,86,1.04 [0.91-1.20],0.5493171535981285
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ABRAXAS2,BRISC complex subunit Abraxas 2,22821,82,1.01 [0.73-1.39],0.9704548252404678
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26382,95,0.99 [0.80-1.23],0.9328554953961824
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23117,85,0.77 [0.53-1.12],0.1712000509743979
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23560,86,0.92 [0.72-1.16],0.4688038853705769
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACAN,Aggrecan core protein,26782,98,1.52 [0.81-2.85],0.1925032574577962
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACE,Angiotensin-converting enzyme,23569,86,1.72 [0.79-3.77],0.1724481815694799
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACE2,Angiotensin-converting enzyme 2,26529,97,1.63 [1.24-2.14],0.0004980953477996
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACHE,Acetylcholinesterase,23061,82,0.81 [0.42-1.58],0.5386439136558374
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACOT13,Acyl-coenzyme A thioesterase 13,23440,85,1.04 [0.86-1.24],0.7120973086367308
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27020,98,0.75 [0.51-1.09],0.1345669789054535
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACP1,Low molecular weight phosphotyrosine protein phosphatase,22899,83,0.84 [0.51-1.38],0.4900450408694435
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACP5,Tartrate-resistant acid phosphatase type 5,27149,97,0.94 [0.53-1.67],0.8256562792160058
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACP6,Lysophosphatidic acid phosphatase type 6,27198,96,1.31 [0.97-1.77],0.0752844399550951
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ACRBP,Acrosin-binding protein,23428,83,1.16 [0.70-1.93],0.5631526420425135
