Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18538,52,0.45 [0.24-0.85],0.0139341094932513
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ACP5,Tartrate-resistant acid phosphatase type 5,21806,66,0.49 [0.26-0.96],0.0368570506950832
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ACTA2,"Actin, aortic smooth muscle",21311,65,1.51 [1.03-2.23],0.0368749205696406
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ACVRL1,Serine/threonine-protein kinase receptor R3,21481,64,2.53 [1.13-5.65],0.0242134618278402
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ACY1,Aminoacylase-1,21709,66,0.64 [0.44-0.93],0.0196608794928106
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ADGRE1,Adhesion G protein-coupled receptor E1,18801,54,0.55 [0.33-0.93],0.0243883902779689
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,18792,53,0.59 [0.35-0.99],0.04637605779163
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",18822,53,0.45 [0.23-0.87],0.0169855092914529
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,APOA4,Apolipoprotein A-IV,18878,54,1.97 [1.17-3.32],0.0110028172898145
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ATF2,Cyclic AMP-dependent transcription factor ATF-2,21229,64,1.26 [1.01-1.57],0.0365833533310872
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,18208,52,1.69 [1.28-2.23],0.0002325363898668
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,ATP6V1D,V-type proton ATPase subunit D,21619,65,2.00 [1.34-2.98],0.0006499302667438
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",18353,53,0.36 [0.18-0.71],0.0029001166279738
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,BTN3A2,Butyrophilin subfamily 3 member A2,21681,66,1.68 [1.02-2.77],0.0405358739623263
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,C2,Complement C2,21790,67,0.61 [0.42-0.89],0.0104124571471627
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,C7,Complement component C7,18413,54,0.46 [0.22-0.97],0.0401404401846797
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CA14,Carbonic anhydrase 14,21906,67,2.29 [1.29-4.07],0.0045612019110747
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CCL4,C-C motif chemokine 4,21718,66,0.64 [0.41-0.98],0.0413868759130342
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CCN5,CCN family member 5,21723,67,1.93 [1.12-3.32],0.0179191156142505
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CD22,B-cell receptor CD22,21964,68,0.59 [0.35-1.00],0.0479898672214074
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CD300LG,CMRF35-like molecule 9,21723,67,1.79 [1.01-3.18],0.0458752555488598
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CD86,T-lymphocyte activation antigen CD86,18801,54,0.48 [0.25-0.93],0.0305392923624633
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CGN,Cingulin,18355,53,0.40 [0.16-0.97],0.0419542746760615
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CLTA,Clathrin light chain A,21311,65,0.51 [0.30-0.89],0.0171816770846948
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,CNDP1,Beta-Ala-His dipeptidase,21822,67,0.59 [0.39-0.88],0.0104615322029847
