Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23383,59,2.58 [1.28-5.17],0.0077145165801589
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,AHNAK,Neuroblast differentiation-associated protein AHNAK,19572,54,2.22 [1.22-4.03],0.0090511043940145
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,AMBP,Protein AMBP,23379,61,3.46 [1.19-10.06],0.022706789684674
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,APOA2,Apolipoprotein A-II,20154,56,1.77 [1.08-2.91],0.0239243378704599
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,ARHGAP25,Rho GTPase-activating protein 25,22673,59,1.50 [1.11-2.03],0.008068880828057
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BCAM,Basal cell adhesion molecule,23217,60,2.51 [1.12-5.63],0.0259455988049137
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",19491,56,0.46 [0.23-0.92],0.0277719044601639
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BLNK,B-cell linker protein,19535,54,1.59 [1.00-2.51],0.0486255095919356
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,19535,54,1.70 [1.04-2.78],0.032689272973693
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BRK1,Protein BRICK1,22695,59,1.71 [1.06-2.77],0.0288831616609896
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,BRSK2,Serine/threonine-protein kinase BRSK2,20096,56,1.85 [1.05-3.29],0.0344907259508966
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,C1GALT1C1,C1GALT1-specific chaperone 1,19448,55,0.32 [0.13-0.78],0.0125373162701862
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,CA12,Carbonic anhydrase 12,23099,62,2.10 [1.20-3.67],0.0098193349409487
